Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
ICA,Safari 11,,,2019-08-05 11:13:00,2019-08-05 11:16:26,3m - 26.798s,INCOMPLETE
,,,,,,,
Test Cases/PL Site/ICA/stm/AdvantHealth,Safari 11,,,2019-08-05 11:13:00,2019-08-05 11:14:46,1m - 45.817s,FAILED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""ICA"", ""carrierName"":""AdvantHealth""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-05 11:13:00,2019-08-05 11:13:02,1.396s,PASSED
i = 0,Safari 11,,,2019-08-05 11:13:02,2019-08-05 11:13:02,0.003s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [""env"":""https://ica--qa.storefront.mybenefitskeeper.com""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-05 11:13:02,2019-08-05 11:13:12,10.235s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_stm""), [""zipcode"":""35215""], STOP_ON_FAILURE)",Safari 11,,,2019-08-05 11:13:12,2019-08-05 11:13:42,30.449s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/filter_stm""), [""carrier"":""advanthealth""], STOP_ON_FAILURE)",Safari 11,,,2019-08-05 11:13:42,2019-08-05 11:13:52,9.152s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToDetail_stm""), [""carrier"":""advanthealth""], STOP_ON_FAILURE)",Safari 11,,,2019-08-05 11:13:52,2019-08-05 11:14:00,8.042s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-05 11:14:00,2019-08-05 11:14:08,8.468s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-05 11:14:08,2019-08-05 11:14:46,37.511s,FAILED
,,,,,,,
Test Cases/PL Site/ICA/stm/LifeShield,Safari 11,,,2019-08-05 11:14:46,2019-08-05 11:16:26,1m - 40.639s,FAILED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""ICA"", ""carrierName"":""LifeShield""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-05 11:14:46,2019-08-05 11:14:46,0.080s,PASSED
i = 0,Safari 11,,,2019-08-05 11:14:46,2019-08-05 11:14:46,0.000s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [""env"":""https://ica--qa.storefront.mybenefitskeeper.com""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-05 11:14:46,2019-08-05 11:14:55,9.072s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_stm""), [""zipcode"":""35215""], STOP_ON_FAILURE)",Safari 11,,,2019-08-05 11:14:55,2019-08-05 11:15:25,29.826s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/filter_stm""), [""carrier"":""lifeshield""], STOP_ON_FAILURE)",Safari 11,,,2019-08-05 11:15:25,2019-08-05 11:15:33,8.367s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToDetail_stm""), [""carrier"":""lifeshield""], STOP_ON_FAILURE)",Safari 11,,,2019-08-05 11:15:33,2019-08-05 11:15:41,7.738s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-05 11:15:41,2019-08-05 11:15:50,8.672s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-05 11:15:50,2019-08-05 11:16:26,36.616s,FAILED
