Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
hbi,Safari 11,hbi flow,2019-12-24 08:11:55,2019-12-24 08:23:08,11m - 12.887s,FAILED
,,,,,,
Test Cases/AHI/HBI/Agile One,Safari 11,Agile One application flow,2019-12-24 08:11:55,2019-12-24 08:12:55,59.436s,FAILED
"callTestCase(findTestCase(""AHI/_include/get_screenPath""), [""productLine"":""hbi"", ""carrierName"":""Agile One""], CONTINUE_ON_FAILURE)",Safari 11,,2019-12-24 08:11:56,2019-12-24 08:11:56,0.602s,PASSED
i = 0,Safari 11,,2019-12-24 08:11:56,2019-12-24 08:11:56,0.003s,PASSED
"callTestCase(findTestCase(""AHI/_include/openWebSite""), [:], CONTINUE_ON_FAILURE)",Safari 11,,2019-12-24 08:11:56,2019-12-24 08:12:08,11.957s,PASSED
"callTestCase(findTestCase(""AHI/_include/census_hbi""), [:], CONTINUE_ON_FAILURE)",Safari 11,,2019-12-24 08:12:08,2019-12-24 08:12:29,20.394s,PASSED
Thread.sleep(5000),Safari 11,,2019-12-24 08:12:29,2019-12-24 08:12:34,5.002s,PASSED
"scrollToPosition(200, 2300)",Safari 11,,2019-12-24 08:12:34,2019-12-24 08:12:34,0.028s,PASSED
"click(findTestObject(""mobileSanity/HBI/quote/a_Agile One 750""))",Safari 11,,2019-12-24 08:12:34,2019-12-24 08:12:55,21.034s,FAILED
,,,,,,
Test Cases/AHI/HBI/Legion Limited Medical,Safari 11,Axis Legion application flow,2019-12-24 08:12:55,2019-12-24 08:14:41,1m - 46.073s,PASSED
"callTestCase(findTestCase(""AHI/_include/get_screenPath""), [""productLine"":""hbi"", ""carrierName"":""Legion Limited Medical""], CONTINUE_ON_FAILURE)",Safari 11,,2019-12-24 08:12:55,2019-12-24 08:12:55,0.077s,PASSED
i = 0,Safari 11,,2019-12-24 08:12:55,2019-12-24 08:12:55,0.001s,PASSED
"callTestCase(findTestCase(""AHI/_include/openWebSite""), [:], CONTINUE_ON_FAILURE)",Safari 11,,2019-12-24 08:12:55,2019-12-24 08:13:02,7.515s,PASSED
"callTestCase(findTestCase(""AHI/_include/census_hbi""), [:], CONTINUE_ON_FAILURE)",Safari 11,,2019-12-24 08:13:02,2019-12-24 08:13:28,25.732s,PASSED
"click(findTestObject(""mobileSanity/HBI/quote/a_Legion Limited Medical 500""))",Safari 11,,2019-12-24 08:13:28,2019-12-24 08:13:29,0.933s,PASSED
waitForPageLoad(20),Safari 11,,2019-12-24 08:13:29,2019-12-24 08:13:30,1.076s,PASSED
"callTestCase(findTestCase(""AHI/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,2019-12-24 08:13:30,2019-12-24 08:13:31,0.479s,PASSED
"click(findTestObject(""mobileSanity/HBI/detail/a_Apply for This Plan""))",Safari 11,,2019-12-24 08:13:31,2019-12-24 08:13:31,0.503s,PASSED
waitForPageLoad(20),Safari 11,,2019-12-24 08:13:31,2019-12-24 08:13:32,1.226s,PASSED
"callTestCase(findTestCase(""AHI/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,2019-12-24 08:13:32,2019-12-24 08:13:33,0.615s,PASSED
"click(findTestObject(""mobileSanity/HBI/Page_Apply/span_Start Secure Application""))",Safari 11,,2019-12-24 08:13:33,2019-12-24 08:13:34,0.657s,PASSED
waitForPageLoad(20),Safari 11,,2019-12-24 08:13:34,2019-12-24 08:13:35,1.429s,PASSED
Thread.sleep(5000),Safari 11,,2019-12-24 08:13:35,2019-12-24 08:13:40,5.001s,PASSED
