Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
dental,Safari 11,,,2019-09-05 10:56:55,2019-09-05 11:06:02,9m - 7.781s,INCOMPLETE
,,,,,,,
Test Cases/mobileWeb/Dental/National General,Safari 11,Dental - National General application flow,,2019-09-05 10:56:57,2019-09-05 11:01:41,4m - 44.145s,FAILED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""dental"", ""carrierName"":""National General""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-09-05 10:57:00,2019-09-05 10:57:03,3.216s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 10:57:03,2019-09-05 10:59:02,1m - 59.306s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_dental""), [""zipcode"":zipcode, ""dob"":""12/12/1980""], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 10:59:02,2019-09-05 10:59:55,52.641s,PASSED
"click(findTestObject(""mobileSanity/Dental/filter/btn_filter""))",Safari 11,,,2019-09-05 10:59:55,2019-09-05 10:59:55,0.398s,PASSED
"waitForElementVisible(findTestObject(""mobileSanity/Dental/filter/btn_company""), 10)",Safari 11,,,2019-09-05 10:59:55,2019-09-05 10:59:56,0.250s,PASSED
"click(findTestObject(""mobileSanity/Dental/filter/btn_company""))",Safari 11,,,2019-09-05 10:59:56,2019-09-05 10:59:56,0.203s,PASSED
Thread.sleep(2000),Safari 11,,,2019-09-05 10:59:56,2019-09-05 10:59:58,2.001s,PASSED
"click(findTestObject(""mobileSanity/Dental/filter/btn_ng""))",Safari 11,,,2019-09-05 10:59:58,2019-09-05 10:59:58,0.512s,PASSED
"waitForJQueryLoad(20, STOP_ON_FAILURE)",Safari 11,,,2019-09-05 10:59:58,2019-09-05 11:00:03,4.317s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:00:03,2019-09-05 11:00:04,1.114s,PASSED
"click(findTestObject(""mobileSanity/Dental/filter/btn_filter""))",Safari 11,,,2019-09-05 11:00:04,2019-09-05 11:00:04,0.193s,PASSED
"click(findTestObject(""mobileSanity/Dental/quote/a_Select This Plan""))",Safari 11,,,2019-09-05 11:00:04,2019-09-05 11:00:07,2.583s,PASSED
waitForPageLoad(10),Safari 11,,,2019-09-05 11:00:07,2019-09-05 11:00:08,1.424s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:00:08,2019-09-05 11:00:09,1.273s,PASSED
"click(findTestObject(""mobileSanity/Dental/apply/span_Start Secure Application""))",Safari 11,,,2019-09-05 11:00:09,2019-09-05 11:00:13,3.569s,PASSED
waitForPageLoad(10),Safari 11,,,2019-09-05 11:00:13,2019-09-05 11:00:14,1.400s,PASSED
Thread.sleep(2000),Safari 11,,,2019-09-05 11:00:14,2019-09-05 11:00:16,2.002s,PASSED
