Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
teladoc,Safari 11,,2019-12-19 08:17:33,2019-12-19 08:19:17,1m - 44.339s,PASSED
,,,,,,
Test Cases/AHI/Teladoc,Safari 11,teladoc application flow,2019-12-19 08:17:33,2019-12-19 08:19:16,1m - 42.561s,PASSED
"callTestCase(findTestCase(""AHI/_include/get_screenPath""), [""productLine"":""teladoc"", ""carrierName"":""Teladoc""], CONTINUE_ON_FAILURE)",Safari 11,,2019-12-19 08:17:34,2019-12-19 08:17:35,0.729s,PASSED
i = 0,Safari 11,,2019-12-19 08:17:35,2019-12-19 08:17:35,0.060s,PASSED
"callTestCase(findTestCase(""AHI/_include/openWebSite""), [:], STOP_ON_FAILURE)",Safari 11,open site,2019-12-19 08:17:35,2019-12-19 08:17:47,12.369s,PASSED
"click(findTestObject(""mobileSanity/Common/side_nav/menu""))",Safari 11,click menu,2019-12-19 08:17:47,2019-12-19 08:17:48,0.828s,PASSED
Thread.sleep(3000),Safari 11,wait time,2019-12-19 08:17:48,2019-12-19 08:17:51,3.008s,PASSED
"callTestCase(findTestCase(""AHI/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,2019-12-19 08:17:51,2019-12-19 08:17:52,0.578s,PASSED
"click(findTestObject(""mobileSanity/Common/side_nav/nav_teladoc""))",Safari 11,click nav teladoc,2019-12-19 08:17:52,2019-12-19 08:17:55,2.872s,PASSED
waitForPageLoad(20),Safari 11,,2019-12-19 08:17:55,2019-12-19 08:17:55,0.020s,PASSED
"waitForElementVisible(findTestObject(""mobileSanity/Teladoc/front_door_h1""), 20)",Safari 11,,2019-12-19 08:17:55,2019-12-19 08:17:55,0.118s,PASSED
"callTestCase(findTestCase(""AHI/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,2019-12-19 08:17:55,2019-12-19 08:17:55,0.564s,PASSED
"waitForElementVisible(findTestObject(""mobileSanity/Teladoc/census/input_Location_zip-input""), 20)",Safari 11,,2019-12-19 08:17:55,2019-12-19 08:17:55,0.082s,PASSED
"sendKeys(findTestObject(""mobileSanity/Teladoc/census/input_Location_zip-input""), ""35215"")",Safari 11,set zip code,2019-12-19 08:17:55,2019-12-19 08:17:56,0.237s,PASSED
Thread.sleep(500),Safari 11,set dob,2019-12-19 08:17:56,2019-12-19 08:17:56,0.501s,PASSED
"setText(findTestObject(""mobileSanity/Teladoc/census/input_Date of Birth_dob-0""), ""12121980"")",Safari 11,,2019-12-19 08:17:56,2019-12-19 08:17:57,0.456s,PASSED
"click(findTestObject(""mobileSanity/Teladoc/census/label_Male""))",Safari 11,,2019-12-19 08:17:57,2019-12-19 08:17:57,0.257s,PASSED
