Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
HP,Safari 11,,,2020-03-05 15:01:41,2020-03-05 15:05:35,3m - 53.657s,INCOMPLETE
,,,,,,,
Test Cases/HP/Health Plans/ACA,Safari 11,,,2020-03-05 15:01:41,2020-03-05 15:02:32,50.240s,ERROR
now = new java.util.Date(),Safari 11,,,2020-03-05 15:01:42,2020-03-05 15:01:42,0.014s,PASSED
"mydate = now.format(""yyyyMMdd_HHmmss"")",Safari 11,,,2020-03-05 15:01:42,2020-03-05 15:01:42,0.006s,PASSED
i = 0,Safari 11,,,2020-03-05 15:01:42,2020-03-05 15:01:43,0.918s,PASSED
"callTestCase(findTestCase(""AHI/_include/get_screenPath""), [""productLine"":""HP"", ""carrierName"":""ACA""], CONTINUE_ON_FAILURE)",Safari 11,,,2020-03-05 15:01:43,2020-03-05 15:01:44,0.848s,PASSED
second = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Safari 11,,,2020-03-05 15:01:44,2020-03-05 15:01:44,0.001s,PASSED
"openBrowser(ENV + ""/individual-health-insurance"")",Safari 11,,,2020-03-05 15:01:44,2020-03-05 15:01:59,15.366s,PASSED
Thread.sleep(3000),Safari 11,,,2020-03-05 15:01:59,2020-03-05 15:02:02,3.011s,PASSED
"callTestCase(findTestCase(""AHI/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2020-03-05 15:02:02,2020-03-05 15:02:04,1.510s,PASSED
driver = getWebDriver(),Safari 11,,,2020-03-05 15:02:04,2020-03-05 15:02:04,0.013s,PASSED
baseUrl = ENV,Safari 11,,,2020-03-05 15:02:04,2020-03-05 15:02:04,0.001s,PASSED
"selenium = new com.thoughtworks.selenium.webdriven.WebDriverBackedSelenium(driver, baseUrl)",Safari 11,,,2020-03-05 15:02:04,2020-03-05 15:02:04,0.145s,PASSED
"for ([second = 0, second < 10, (second++)])",Safari 11,,,2020-03-05 15:02:04,2020-03-05 15:02:04,0.214s,PASSED
"for ([second = 0, second < 10, (second++)])",Safari 11,,,2020-03-05 15:02:04,2020-03-05 15:02:04,0.076s,PASSED
"callTestCase(findTestCase(""AHI/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2020-03-05 15:02:04,2020-03-05 15:02:06,1.140s,PASSED
"selenium.type(""id=location"", ""32209"")",Safari 11,,,2020-03-05 15:02:06,2020-03-05 15:02:06,0.141s,PASSED
"selenium.click(""id=findPlans"")",Safari 11,,,2020-03-05 15:02:06,2020-03-05 15:02:06,0.156s,PASSED
"for ([second = 0, second < 10, (second++)])",Safari 11,,,2020-03-05 15:02:06,2020-03-05 15:02:10,4.608s,PASSED
"callTestCase(findTestCase(""AHI/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2020-03-05 15:02:10,2020-03-05 15:02:11,0.899s,PASSED
"selenium.click(""//a[contains(text(),'Select')]"")",Safari 11,,,2020-03-05 15:02:11,2020-03-05 15:02:12,0.256s,PASSED
"for ([second = 0, second < 10, (second++)])",Safari 11,,,2020-03-05 15:02:12,2020-03-05 15:02:18,6.205s,PASSED
"callTestCase(findTestCase(""AHI/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2020-03-05 15:02:18,2020-03-05 15:02:19,0.872s,PASSED
"selenium.click(""xpath=(//a[contains(text(),'Apply Now')])"")",Safari 11,,,2020-03-05 15:02:19,2020-03-05 15:02:20,1.771s,PASSED
"for ([second = 0, second < 10, (second++)])",Safari 11,,,2020-03-05 15:02:20,2020-03-05 15:02:31,10.245s,PASSED
"callTestCase(findTestCase(""AHI/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2020-03-05 15:02:31,2020-03-05 15:02:32,0.777s,PASSED
