Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
PremierSMI,Safari 11,,2020-03-10 03:39:02,2020-03-10 03:44:01,4m - 59.048s,FAILED
,,,,,,
Test Cases/PL Site/PremierSMI/AdvantHealth,Safari 11,,2020-03-10 03:39:02,2020-03-10 03:39:34,31.444s,FAILED
"callTestCase(findTestCase(""AHI/_include/get_screenPath""), [""productLine"":""PremierSMI"", ""carrierName"":""AdvantHealth""], CONTINUE_ON_FAILURE)",Safari 11,,2020-03-10 03:39:03,2020-03-10 03:39:03,0.436s,PASSED
i = 0,Safari 11,,2020-03-10 03:39:03,2020-03-10 03:39:03,0.001s,PASSED
"callTestCase(findTestCase(""AHI/_include/openWebSite""), [""env"":""https://premiersmi--qa.storefront.mybenefitskeeper.com""], CONTINUE_ON_FAILURE)",Safari 11,,2020-03-10 03:39:03,2020-03-10 03:39:08,5.239s,PASSED
"callTestCase(findTestCase(""AHI/_include/census_stm""), [""zipcode"":""35215""], STOP_ON_FAILURE)",Safari 11,,2020-03-10 03:39:08,2020-03-10 03:39:34,25.291s,FAILED
,,,,,,
Test Cases/PL Site/PremierSMI/Aspen,Safari 11,,2020-03-10 03:39:34,2020-03-10 03:40:03,29.749s,FAILED
"callTestCase(findTestCase(""AHI/_include/get_screenPath""), [""productLine"":""PremierSMI"", ""carrierName"":""Aspen""], CONTINUE_ON_FAILURE)",Safari 11,,2020-03-10 03:39:34,2020-03-10 03:39:34,0.076s,PASSED
i = 0,Safari 11,,2020-03-10 03:39:34,2020-03-10 03:39:34,0.001s,PASSED
"callTestCase(findTestCase(""AHI/_include/openWebSite""), [""env"":""https://premiersmi--qa.storefront.mybenefitskeeper.com""], CONTINUE_ON_FAILURE)",Safari 11,,2020-03-10 03:39:34,2020-03-10 03:39:39,4.605s,PASSED
"callTestCase(findTestCase(""AHI/_include/census_stm""), [""zipcode"":""35215""], STOP_ON_FAILURE)",Safari 11,,2020-03-10 03:39:39,2020-03-10 03:40:03,24.942s,FAILED
,,,,,,
Test Cases/PL Site/PremierSMI/Health Choice,Safari 11,,2020-03-10 03:40:03,2020-03-10 03:41:57,1m - 53.764s,PASSED
"callTestCase(findTestCase(""AHI/_include/get_screenPath""), [""productLine"":""PremierSMI"", ""carrierName"":""Health Choice""], CONTINUE_ON_FAILURE)",Safari 11,,2020-03-10 03:40:04,2020-03-10 03:40:04,0.078s,PASSED
i = 0,Safari 11,,2020-03-10 03:40:04,2020-03-10 03:40:04,0.001s,PASSED
"callTestCase(findTestCase(""AHI/_include/openWebSite""), [""env"":""https://premiersmi--qa.storefront.mybenefitskeeper.com""], STOP_ON_FAILURE)",Safari 11,,2020-03-10 03:40:04,2020-03-10 03:40:09,5.663s,PASSED
"callTestCase(findTestCase(""PL Site/_include/census_hbi""), [""zipcode"":""35215""], CONTINUE_ON_FAILURE)",Safari 11,,2020-03-10 03:40:09,2020-03-10 03:40:48,38.220s,PASSED
