Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TriStar,Safari 11,,2019-12-22 08:07:20,2019-12-22 08:09:16,1m - 55.981s,FAILED
,,,,,,
Test Cases/PL Site/TriStar/hbi/Vitala Care,Safari 11,,2019-12-22 08:07:20,2019-12-22 08:09:15,1m - 54.322s,FAILED
"callTestCase(findTestCase(""AHI/_include/get_screenPath""), [""productLine"":""TriStar"", ""carrierName"":""Vitala Care""], CONTINUE_ON_FAILURE)",Safari 11,,2019-12-22 08:07:21,2019-12-22 08:07:21,0.605s,PASSED
i = 0,Safari 11,,2019-12-22 08:07:21,2019-12-22 08:07:21,0.000s,PASSED
"callTestCase(findTestCase(""AHI/_include/openWebSite""), [""env"":""https://tristar--qa.storefront.mybenefitskeeper.com""], STOP_ON_FAILURE)",Safari 11,,2019-12-22 08:07:21,2019-12-22 08:07:28,6.555s,PASSED
"callTestCase(findTestCase(""PL Site/_include/census_hbi""), [""zipcode"":""90011""], CONTINUE_ON_FAILURE)",Safari 11,,2019-12-22 08:07:28,2019-12-22 08:08:04,36.105s,PASSED
Thread.sleep(5000),Safari 11,,2019-12-22 08:08:04,2019-12-22 08:08:09,5.001s,PASSED
"scrollToPosition(200, 2300)",Safari 11,,2019-12-22 08:08:09,2019-12-22 08:08:09,0.030s,PASSED
"click(findTestObject(""mobileSanity/HBI/quote/a_Vitala Care""))",Safari 11,,2019-12-22 08:08:09,2019-12-22 08:08:09,0.453s,PASSED
waitForPageLoad(10),Safari 11,,2019-12-22 08:08:09,2019-12-22 08:08:09,0.010s,PASSED
"callTestCase(findTestCase(""AHI/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,2019-12-22 08:08:09,2019-12-22 08:08:10,0.497s,PASSED
"click(findTestObject(""mobileSanity/HBI/detail/a_Apply for This Plan""))",Safari 11,,2019-12-22 08:08:10,2019-12-22 08:08:10,0.317s,PASSED
waitForPageLoad(10),Safari 11,,2019-12-22 08:08:10,2019-12-22 08:08:10,0.010s,PASSED
"callTestCase(findTestCase(""AHI/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,2019-12-22 08:08:10,2019-12-22 08:08:11,0.505s,PASSED
"click(findTestObject(""mobileSanity/HBI/Page_Apply/span_Start Secure Application""))",Safari 11,,2019-12-22 08:08:11,2019-12-22 08:08:11,0.381s,PASSED
waitForPageLoad(10),Safari 11,,2019-12-22 08:08:11,2019-12-22 08:08:11,0.019s,PASSED
"callTestCase(findTestCase(""AHI/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,2019-12-22 08:08:11,2019-12-22 08:08:12,0.522s,PASSED
"callTestCase(findTestCase(""AHI/_include/goToEnd_hbi""), [""carrier"":""vitalacare"", ""state"":""ca""], CONTINUE_ON_FAILURE)",Safari 11,,2019-12-22 08:08:12,2019-12-22 08:09:15,1m - 2.867s,FAILED
