Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
HP,Safari 11,,,2020-03-05 14:49:34,2020-03-05 14:53:22,3m - 47.193s,INCOMPLETE
,,,,,,,
Test Cases/HP/Health Plans/ACA,Safari 11,,,2020-03-05 14:49:35,2020-03-05 14:50:27,52.481s,ERROR
now = new java.util.Date(),Safari 11,,,2020-03-05 14:49:36,2020-03-05 14:49:36,0.012s,PASSED
"mydate = now.format(""yyyyMMdd_HHmmss"")",Safari 11,,,2020-03-05 14:49:36,2020-03-05 14:49:36,0.006s,PASSED
i = 0,Safari 11,,,2020-03-05 14:49:36,2020-03-05 14:49:37,0.904s,PASSED
"callTestCase(findTestCase(""AHI/_include/get_screenPath""), [""productLine"":""HP"", ""carrierName"":""ACA""], CONTINUE_ON_FAILURE)",Safari 11,,,2020-03-05 14:49:37,2020-03-05 14:49:37,0.720s,PASSED
second = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Safari 11,,,2020-03-05 14:49:37,2020-03-05 14:49:37,0.002s,PASSED
"openBrowser(ENV + ""/individual-health-insurance"")",Safari 11,,,2020-03-05 14:49:37,2020-03-05 14:49:50,13.095s,PASSED
Thread.sleep(3000),Safari 11,,,2020-03-05 14:49:50,2020-03-05 14:49:54,3.024s,PASSED
"callTestCase(findTestCase(""AHI/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2020-03-05 14:49:54,2020-03-05 14:49:55,1.429s,PASSED
driver = getWebDriver(),Safari 11,,,2020-03-05 14:49:55,2020-03-05 14:49:55,0.029s,PASSED
baseUrl = ENV,Safari 11,,,2020-03-05 14:49:55,2020-03-05 14:49:55,0.001s,PASSED
"selenium = new com.thoughtworks.selenium.webdriven.WebDriverBackedSelenium(driver, baseUrl)",Safari 11,,,2020-03-05 14:49:55,2020-03-05 14:49:55,0.137s,PASSED
selenium.refresh(),Safari 11,,,2020-03-05 14:49:55,2020-03-05 14:49:55,0.053s,PASSED
"selenium.waitForPageToLoad(""30000"")",Safari 11,,,2020-03-05 14:49:55,2020-03-05 14:49:57,1.711s,PASSED
