Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
teladoc,Safari 11,,,2019-12-06 17:05:36,2019-12-06 17:07:20,1m - 43.712s,INCOMPLETE
,,,,,,,
Test Cases/AHI/Teladoc,Safari 11,teladoc application flow,,2019-12-06 17:05:37,2019-12-06 17:07:20,1m - 42.959s,FAILED
"callTestCase(findTestCase(""AHI/_include/get_screenPath""), [""productLine"":""teladoc"", ""carrierName"":""Teladoc""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-12-06 17:05:38,2019-12-06 17:05:41,2.726s,PASSED
i = 0,Safari 11,,,2019-12-06 17:05:41,2019-12-06 17:05:41,0.003s,PASSED
"callTestCase(findTestCase(""AHI/_include/openWebSite""), [:], STOP_ON_FAILURE)",Safari 11,open site,,2019-12-06 17:05:41,2019-12-06 17:05:56,15.188s,PASSED
"click(findTestObject(""mobileSanity/Common/side_nav/menu""))",Safari 11,click menu,,2019-12-06 17:05:56,2019-12-06 17:05:57,0.915s,PASSED
Thread.sleep(3000),Safari 11,wait time,,2019-12-06 17:05:57,2019-12-06 17:06:00,3.011s,PASSED
"callTestCase(findTestCase(""AHI/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 17:06:00,2019-12-06 17:06:00,0.578s,PASSED
"click(findTestObject(""mobileSanity/Common/side_nav/nav_teladoc""))",Safari 11,click nav teladoc,,2019-12-06 17:06:00,2019-12-06 17:06:06,6.011s,PASSED
waitForPageLoad(20),Safari 11,,,2019-12-06 17:06:06,2019-12-06 17:06:07,0.175s,PASSED
"waitForElementVisible(findTestObject(""mobileSanity/Teladoc/front_door_h1""), 20)",Safari 11,,,2019-12-06 17:06:07,2019-12-06 17:06:07,0.438s,PASSED
"callTestCase(findTestCase(""AHI/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 17:06:07,2019-12-06 17:06:10,3.066s,PASSED
"waitForElementVisible(findTestObject(""mobileSanity/Teladoc/census/input_Location_zip-input""), 20)",Safari 11,,,2019-12-06 17:06:10,2019-12-06 17:06:10,0.266s,PASSED
"sendKeys(findTestObject(""mobileSanity/Teladoc/census/input_Location_zip-input""), ""35215"")",Safari 11,set zip code,,2019-12-06 17:06:10,2019-12-06 17:06:11,0.241s,PASSED
Thread.sleep(500),Safari 11,set dob,,2019-12-06 17:06:11,2019-12-06 17:06:11,0.503s,PASSED
"setText(findTestObject(""mobileSanity/Teladoc/census/input_Date of Birth_dob-0""), ""12121980"")",Safari 11,,,2019-12-06 17:06:11,2019-12-06 17:06:12,1.178s,PASSED
"click(findTestObject(""mobileSanity/Teladoc/census/label_Male""))",Safari 11,,,2019-12-06 17:06:12,2019-12-06 17:06:13,0.355s,PASSED
Thread.sleep(3000),Safari 11,,,2019-12-06 17:06:13,2019-12-06 17:06:16,3.000s,PASSED
"click(findTestObject(""mobileSanity/Teladoc/census/get_a_quote""))",Safari 11,click button,,2019-12-06 17:06:16,2019-12-06 17:06:18,2.220s,PASSED
waitForPageLoad(20),Safari 11,,,2019-12-06 17:06:18,2019-12-06 17:06:18,0.332s,PASSED
"waitForElementVisible(findTestObject(""mobileSanity/Teladoc/apply_button""), 20)",Safari 11,,,2019-12-06 17:06:18,2019-12-06 17:06:19,0.666s,PASSED
"callTestCase(findTestCase(""AHI/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 17:06:19,2019-12-06 17:06:21,2.070s,PASSED
"click(findTestObject(""mobileSanity/Teladoc/apply_button""))",Safari 11,,,2019-12-06 17:06:21,2019-12-06 17:06:24,3.140s,PASSED
waitForPageLoad(20),Safari 11,,,2019-12-06 17:06:24,2019-12-06 17:06:25,0.452s,PASSED
"waitForElementPresent(findTestObject(""mobileSanity/Teladoc/Page_App Page 1/input__member-P-1-firstName""), 20)",Safari 11,,,2019-12-06 17:06:25,2019-12-06 17:06:26,1.613s,PASSED
