Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
hic,Safari 11,,2020-03-17 08:00:41,2020-03-17 08:11:31,10m - 50.104s,PASSED
,,,,,,
Test Cases/HIC/New/ACA,Safari 11,,2020-03-17 08:00:42,2020-03-17 08:01:27,44.674s,PASSED
"callTestCase(findTestCase(""HIC/_include/get_hicScreenPath""), [""project"":""HIC"", ""productLine"":""ACA"", ""carrierName"":""ACA""], CONTINUE_ON_FAILURE)",Safari 11,,2020-03-17 08:00:45,2020-03-17 08:00:46,1.482s,PASSED
i = 0,Safari 11,,2020-03-17 08:00:46,2020-03-17 08:00:46,0.002s,PASSED
"callTestCase(findTestCase(""AHI/_include/openWebSite""), [""env"":env], CONTINUE_ON_FAILURE)",Safari 11,,2020-03-17 08:00:46,2020-03-17 08:01:03,16.485s,PASSED
driver = getWebDriver(),Safari 11,,2020-03-17 08:01:03,2020-03-17 08:01:03,0.143s,PASSED
baseUrl = env,Safari 11,,2020-03-17 08:01:03,2020-03-17 08:01:03,0.001s,PASSED
"selenium = new com.thoughtworks.selenium.webdriven.WebDriverBackedSelenium(driver, baseUrl)",Safari 11,,2020-03-17 08:01:03,2020-03-17 08:01:05,2.001s,PASSED
"selenium.click(""id=product-lines"")",Safari 11,,2020-03-17 08:01:05,2020-03-17 08:01:06,0.773s,PASSED
"selenium.click(""//*[@id='product-lines']/following::div/button[contains(text(),'ACA Health Insurance')]"")",Safari 11,,2020-03-17 08:01:06,2020-03-17 08:01:07,1.570s,PASSED
"selenium.click(""//button[contains(text(),'COMPARE HEALTH PLANS')]"")",Safari 11,,2020-03-17 08:01:07,2020-03-17 08:01:09,1.331s,PASSED
"for ([second = 0, second < 10, (second++)])",Safari 11,,2020-03-17 08:01:09,2020-03-17 08:01:10,1.560s,PASSED
"callTestCase(findTestCase(""AHI/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,2020-03-17 08:01:10,2020-03-17 08:01:12,2.001s,PASSED
"setText(findTestObject(""hic/medicare/zip""), ""33186"")",Safari 11,,2020-03-17 08:01:12,2020-03-17 08:01:14,2.191s,PASSED
Thread.sleep(3000),Safari 11,,2020-03-17 08:01:14,2020-03-17 08:01:17,3.097s,PASSED
"selenium.click(""//button[contains(text(),'Compare Plans')]"")",Safari 11,,2020-03-17 08:01:17,2020-03-17 08:01:24,6.940s,PASSED
