Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
hbi,Safari 11,hbi flow,,2019-12-06 16:48:56,2019-12-06 17:09:54,20m - 58.385s,INCOMPLETE
,,,,,,,
Test Cases/AHI/HBI/Agile One,Safari 11,Agile One application flow,,2019-12-06 16:48:57,2019-12-06 16:51:23,2m - 26.754s,FAILED
"callTestCase(findTestCase(""AHI/_include/get_screenPath""), [""productLine"":""hbi"", ""carrierName"":""Agile One""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-12-06 16:48:57,2019-12-06 16:48:59,2.079s,PASSED
i = 0,Safari 11,,,2019-12-06 16:48:59,2019-12-06 16:48:59,0.002s,PASSED
"callTestCase(findTestCase(""AHI/_include/openWebSite""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-12-06 16:48:59,2019-12-06 16:49:10,10.817s,PASSED
"callTestCase(findTestCase(""AHI/_include/census_hbi""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-12-06 16:49:10,2019-12-06 16:50:01,51.004s,PASSED
Thread.sleep(5000),Safari 11,,,2019-12-06 16:50:01,2019-12-06 16:50:06,5.000s,PASSED
"scrollToPosition(200, 2300)",Safari 11,,,2019-12-06 16:50:06,2019-12-06 16:50:06,0.086s,PASSED
"click(findTestObject(""mobileSanity/HBI/quote/a_Agile One 750""))",Safari 11,,,2019-12-06 16:50:06,2019-12-06 16:50:10,3.772s,PASSED
waitForPageLoad(20),Safari 11,,,2019-12-06 16:50:10,2019-12-06 16:50:10,0.082s,PASSED
"waitForElementPresent(findTestObject(""mobileSanity/HBI/detail/a_Apply for This Plan""), 20)",Safari 11,,,2019-12-06 16:50:10,2019-12-06 16:50:10,0.068s,PASSED
"callTestCase(findTestCase(""AHI/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 16:50:10,2019-12-06 16:50:11,0.587s,PASSED
"click(findTestObject(""mobileSanity/HBI/detail/a_Apply for This Plan""))",Safari 11,,,2019-12-06 16:50:11,2019-12-06 16:50:13,2.055s,PASSED
waitForPageLoad(20),Safari 11,,,2019-12-06 16:50:13,2019-12-06 16:50:13,0.126s,PASSED
"waitForElementPresent(findTestObject(""mobileSanity/HBI/Page_Apply/span_Start Secure Application""), 20)",Safari 11,,,2019-12-06 16:50:13,2019-12-06 16:50:13,0.123s,PASSED
"callTestCase(findTestCase(""AHI/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 16:50:13,2019-12-06 16:50:16,2.685s,PASSED
"click(findTestObject(""mobileSanity/HBI/Page_Apply/span_Start Secure Application""))",Safari 11,,,2019-12-06 16:50:16,2019-12-06 16:50:17,1.451s,PASSED
waitForPageLoad(20),Safari 11,,,2019-12-06 16:50:17,2019-12-06 16:50:17,0.130s,PASSED
