Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
hbi,Safari 11,hbi flow,,2019-09-05 10:56:55,2019-09-05 11:13:57,17m - 2.081s,INCOMPLETE
,,,,,,,
Test Cases/mobileWeb/HBI/Agile One,Safari 11,Agile One application flow,,2019-09-05 10:56:57,2019-09-05 11:01:33,4m - 35.904s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""hbi"", ""carrierName"":""Agile One""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-09-05 10:56:59,2019-09-05 10:57:04,5.157s,PASSED
i = 0,Safari 11,,,2019-09-05 10:57:04,2019-09-05 10:57:04,0.001s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-09-05 10:57:04,2019-09-05 10:59:02,1m - 58.544s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_hbi""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-09-05 10:59:02,2019-09-05 10:59:53,50.804s,PASSED
Thread.sleep(5000),Safari 11,,,2019-09-05 10:59:53,2019-09-05 10:59:58,5.003s,PASSED
"scrollToPosition(200, 2300)",Safari 11,,,2019-09-05 10:59:58,2019-09-05 10:59:58,0.116s,PASSED
"click(findTestObject(""mobileSanity/HBI/quote/a_Agile One 750""))",Safari 11,,,2019-09-05 10:59:58,2019-09-05 11:00:06,7.231s,PASSED
waitForPageLoad(20),Safari 11,,,2019-09-05 11:00:06,2019-09-05 11:00:06,0.075s,PASSED
"waitForElementPresent(findTestObject(""mobileSanity/HBI/detail/a_Apply for This Plan""), 20)",Safari 11,,,2019-09-05 11:00:06,2019-09-05 11:00:07,1.298s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:00:07,2019-09-05 11:00:08,1.331s,PASSED
"click(findTestObject(""mobileSanity/HBI/detail/a_Apply for This Plan""))",Safari 11,,,2019-09-05 11:00:08,2019-09-05 11:00:12,3.626s,PASSED
waitForPageLoad(20),Safari 11,,,2019-09-05 11:00:12,2019-09-05 11:00:15,3.058s,PASSED
"waitForElementPresent(findTestObject(""mobileSanity/HBI/Page_Apply/span_Start Secure Application""), 20)",Safari 11,,,2019-09-05 11:00:15,2019-09-05 11:00:15,0.136s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:00:15,2019-09-05 11:00:17,1.613s,PASSED
"click(findTestObject(""mobileSanity/HBI/Page_Apply/span_Start Secure Application""))",Safari 11,,,2019-09-05 11:00:17,2019-09-05 11:00:20,3.227s,PASSED
waitForPageLoad(20),Safari 11,,,2019-09-05 11:00:20,2019-09-05 11:00:20,0.092s,PASSED
Thread.sleep(5000),Safari 11,,,2019-09-05 11:00:20,2019-09-05 11:00:25,5.001s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 11:00:25,2019-09-05 11:00:26,1.245s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_hbi""), [""carrier"":""agileone""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-09-05 11:00:26,2019-09-05 11:01:33,1m - 6.958s,PASSED
,,,,,,,
Test Cases/mobileWeb/HBI/Legion Limited Medical,Safari 11,Axis Legion application flow,,2019-09-05 11:01:33,2019-09-05 11:03:23,1m - 49.825s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""hbi"", ""carrierName"":""Legion Limited Medical""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-09-05 11:01:34,2019-09-05 11:01:34,0.091s,PASSED
i = 0,Safari 11,,,2019-09-05 11:01:34,2019-09-05 11:01:34,0.001s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-09-05 11:01:34,2019-09-05 11:01:42,8.535s,PASSED
