Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
dental,Safari 11,,2019-09-05 08:00:50,2019-09-05 08:04:21,3m - 31.353s,FAILED
,,,,,,
Test Cases/mobileWeb/Dental/National General,Safari 11,Dental - National General application flow,2019-09-05 08:00:50,2019-09-05 08:01:03,12.998s,FAILED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""dental"", ""carrierName"":""National General""], CONTINUE_ON_FAILURE)",Safari 11,,2019-09-05 08:00:52,2019-09-05 08:00:55,2.639s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], STOP_ON_FAILURE)",Safari 11,,2019-09-05 08:00:55,2019-09-05 08:01:03,8.668s,FAILED
,,,,,,
Test Cases/mobileWeb/Dental/Nationwide,Safari 11,,2019-09-05 08:01:03,2019-09-05 08:02:44,1m - 40.078s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""dental"", ""carrierName"":""Nationwide""], CONTINUE_ON_FAILURE)",Safari 11,,2019-09-05 08:01:04,2019-09-05 08:01:04,0.152s,PASSED
i = 0,Safari 11,,2019-09-05 08:01:04,2019-09-05 08:01:04,0.001s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], STOP_ON_FAILURE)",Safari 11,,2019-09-05 08:01:04,2019-09-05 08:01:12,8.452s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_dental""), [:], STOP_ON_FAILURE)",Safari 11,,2019-09-05 08:01:12,2019-09-05 08:01:25,12.866s,PASSED
"click(findTestObject(""mobileSanity/Dental/filter/btn_filter""))",Safari 11,,2019-09-05 08:01:25,2019-09-05 08:01:25,0.070s,PASSED
Thread.sleep(1000),Safari 11,,2019-09-05 08:01:25,2019-09-05 08:01:26,1.002s,PASSED
"waitForElementVisible(findTestObject(""mobileSanity/Dental/filter/btn_company""), 10)",Safari 11,,2019-09-05 08:01:26,2019-09-05 08:01:26,0.047s,PASSED
"click(findTestObject(""mobileSanity/Dental/filter/btn_company""))",Safari 11,,2019-09-05 08:01:26,2019-09-05 08:01:26,0.066s,PASSED
Thread.sleep(2000),Safari 11,,2019-09-05 08:01:26,2019-09-05 08:01:28,2.002s,PASSED
