Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
stm,Safari 11,,2019-02-20 16:27:50,2019-02-20 16:28:24,33.268s,ERROR
,,,,,,
Test Cases/mobileWeb/stm/Slaico,Safari 11,,2019-02-20 16:27:51,2019-02-20 16:28:24,32.737s,ERROR
"openBrowser("""")",Safari 11,,2019-02-20 16:27:52,2019-02-20 16:27:55,3.210s,PASSED
testCaseUrl = path + testCaseUrl,Safari 11,,2019-02-20 16:27:55,2019-02-20 16:27:55,0.002s,PASSED
"navigateToUrl(""https://praetemptatus.agilehealthinsurance.com/"")",Safari 11,,2019-02-20 16:27:55,2019-02-20 16:27:58,3.022s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/Screenshot""), [""screenPath"":testCaseUrl], STOP_ON_FAILURE)",Safari 11,,2019-02-20 16:27:58,2019-02-20 16:27:59,0.837s,PASSED
"click(findTestObject(""mobileSanity/STM/Home Page/a_Quote  Save Today""))",Safari 11,,2019-02-20 16:27:59,2019-02-20 16:28:00,0.988s,PASSED
"setText(findTestObject(""mobileSanity/STM/STM Census Page/input_Location_zip-input""), ""60602"")",Safari 11,,2019-02-20 16:28:00,2019-02-20 16:28:01,1.712s,PASSED
"setText(findTestObject(""mobileSanity/STM/STM Census Page/input_Date of Birth_dob-0""), ""03/03/1987"")",Safari 11,,2019-02-20 16:28:01,2019-02-20 16:28:02,0.748s,PASSED
"click(findTestObject(""mobileSanity/STM/STM Census Page/label_Male""))",Safari 11,,2019-02-20 16:28:02,2019-02-20 16:28:02,0.131s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/Screenshot""), [""screenPath"":testCaseUrl], STOP_ON_FAILURE)",Safari 11,,2019-02-20 16:28:02,2019-02-20 16:28:03,0.365s,PASSED
"click(findTestObject(""mobileSanity/STM/STM Census Page/label_Compare Plans""))",Safari 11,,2019-02-20 16:28:03,2019-02-20 16:28:17,14.529s,PASSED
Thread.sleep(2000),Safari 11,,2019-02-20 16:28:17,2019-02-20 16:28:19,2.007s,PASSED
"click(findTestObject(""mobileSanity/STM/STM Quote Page/button_filters""))",Safari 11,,2019-02-20 16:28:19,2019-02-20 16:28:19,0.194s,PASSED
Thread.sleep(500),Safari 11,,2019-02-20 16:28:19,2019-02-20 16:28:20,0.504s,PASSED
"click(findTestObject(""mobileSanity/STM/STM Quote Page/i_Insurance company""))",Safari 11,,2019-02-20 16:28:20,2019-02-20 16:28:20,0.082s,PASSED
Thread.sleep(300),Safari 11,,2019-02-20 16:28:20,2019-02-20 16:28:20,0.304s,PASSED
"click(findTestObject(""mobileSanity/STM/STM Quote Page/label_Slaico""))",Safari 11,,2019-02-20 16:28:20,2019-02-20 16:28:20,0.171s,PASSED
Thread.sleep(300),Safari 11,,2019-02-20 16:28:20,2019-02-20 16:28:21,0.303s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/Screenshot""), [""screenPath"":testCaseUrl], STOP_ON_FAILURE)",Safari 11,,2019-02-20 16:28:21,2019-02-20 16:28:21,0.395s,PASSED
"scrollToElement(findTestObject(""mobileSanity/STM/STM Quote Page/a_Show Plans""), 1000)",Safari 11,,2019-02-20 16:28:21,2019-02-20 16:28:21,0.051s,PASSED
Thread.sleep(1000),Safari 11,,2019-02-20 16:28:21,2019-02-20 16:28:22,1.004s,PASSED
"click(findTestObject(""mobileSanity/STM/STM Quote Page/a_Show Plans""))",Safari 11,,2019-02-20 16:28:22,2019-02-20 16:28:23,0.281s,PASSED
Thread.sleep(1000),Safari 11,,2019-02-20 16:28:23,2019-02-20 16:28:24,1.004s,PASSED
"scrollToElement(findTestObject(""mobileSanity/STM/STM Quote Page/a_Standard Life Select STM Pla""), 1000)",Safari 11,,2019-02-20 16:28:24,2019-02-20 16:28:24,0.042s,PASSED
"takeScreenshot(testCaseUrl + i + "".png"")",Safari 11,,2019-02-20 16:28:24,2019-02-20 16:28:24,0.011s,ERROR
