Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
hbi,Safari 11,hbi flow,,2019-08-05 15:20:16,2019-08-05 15:33:46,13m - 29.850s,INCOMPLETE
,,,,,,,
Test Cases/mobileWeb/HBI/Agile One,Safari 11,Agile One application flow,,2019-08-05 15:20:16,2019-08-05 15:22:13,1m - 56.723s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""hbi"", ""carrierName"":""Agile One""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-05 15:20:17,2019-08-05 15:20:18,1.305s,PASSED
i = 0,Safari 11,,,2019-08-05 15:20:18,2019-08-05 15:20:18,0.003s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-05 15:20:18,2019-08-05 15:20:31,12.950s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_hbi""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-05 15:20:31,2019-08-05 15:20:46,15.205s,PASSED
Thread.sleep(5000),Safari 11,,,2019-08-05 15:20:46,2019-08-05 15:20:51,5.003s,PASSED
"scrollToPosition(200, 2300)",Safari 11,,,2019-08-05 15:20:51,2019-08-05 15:20:52,0.096s,PASSED
"click(findTestObject(""mobileSanity/HBI/quote/a_Agile One 750""))",Safari 11,,,2019-08-05 15:20:52,2019-08-05 15:20:56,4.543s,PASSED
waitForPageLoad(20),Safari 11,,,2019-08-05 15:20:56,2019-08-05 15:20:56,0.106s,PASSED
"waitForElementPresent(findTestObject(""mobileSanity/HBI/detail/a_Apply for This Plan""), 20)",Safari 11,,,2019-08-05 15:20:56,2019-08-05 15:20:57,1.037s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-05 15:20:57,2019-08-05 15:20:58,0.823s,PASSED
"click(findTestObject(""mobileSanity/HBI/detail/a_Apply for This Plan""))",Safari 11,,,2019-08-05 15:20:58,2019-08-05 15:21:00,1.550s,PASSED
waitForPageLoad(20),Safari 11,,,2019-08-05 15:21:00,2019-08-05 15:21:00,0.144s,PASSED
"waitForElementPresent(findTestObject(""mobileSanity/HBI/Page_Apply/span_Start Secure Application""), 20)",Safari 11,,,2019-08-05 15:21:00,2019-08-05 15:21:00,0.263s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-05 15:21:00,2019-08-05 15:21:01,1.366s,PASSED
"click(findTestObject(""mobileSanity/HBI/Page_Apply/span_Start Secure Application""))",Safari 11,,,2019-08-05 15:21:01,2019-08-05 15:21:03,2.162s,PASSED
waitForPageLoad(20),Safari 11,,,2019-08-05 15:21:03,2019-08-05 15:21:04,0.124s,PASSED
Thread.sleep(3000),Safari 11,,,2019-08-05 15:21:04,2019-08-05 15:21:07,3.002s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-05 15:21:07,2019-08-05 15:21:08,0.903s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_hbi""), [""carrier"":""agileone""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-05 15:21:08,2019-08-05 15:22:13,1m - 5.663s,PASSED
,,,,,,,
Test Cases/mobileWeb/HBI/Legion Limited Medical,Safari 11,Axis Legion application flow,,2019-08-05 15:22:13,2019-08-05 15:22:56,42.340s,FAILED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""hbi"", ""carrierName"":""Legion Limited Medical""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-05 15:22:14,2019-08-05 15:22:14,0.088s,PASSED
i = 0,Safari 11,,,2019-08-05 15:22:14,2019-08-05 15:22:14,0.002s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-05 15:22:14,2019-08-05 15:22:23,9.697s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_hbi""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-05 15:22:23,2019-08-05 15:22:33,10.030s,PASSED
"click(findTestObject(""mobileSanity/HBI/quote/a_Legion Limited Medical 500""))",Safari 11,,,2019-08-05 15:22:33,2019-08-05 15:22:56,22.208s,FAILED
,,,,,,,
Test Cases/mobileWeb/HBI/Cardinal Choice,Safari 11,Cardinal Choice application flow,,2019-08-05 15:22:56,2019-08-05 15:24:40,1m - 44.894s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""hbi"", ""carrierName"":""Cardinal Choice""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-05 15:22:56,2019-08-05 15:22:56,0.072s,PASSED
i = 0,Safari 11,,,2019-08-05 15:22:56,2019-08-05 15:22:56,0.001s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-05 15:22:56,2019-08-05 15:23:05,8.812s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_hbi""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-05 15:23:05,2019-08-05 15:23:17,11.978s,PASSED
Thread.sleep(5000),Safari 11,,,2019-08-05 15:23:17,2019-08-05 15:23:22,5.002s,PASSED
"scrollToPosition(200, 2300)",Safari 11,,,2019-08-05 15:23:22,2019-08-05 15:23:22,0.051s,PASSED
"click(findTestObject(""mobileSanity/HBI/quote/a_Cardinal Choice""))",Safari 11,,,2019-08-05 15:23:22,2019-08-05 15:23:26,4.054s,PASSED
waitForPageLoad(10),Safari 11,,,2019-08-05 15:23:26,2019-08-05 15:23:26,0.078s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-05 15:23:26,2019-08-05 15:23:27,1.588s,PASSED
"click(findTestObject(""mobileSanity/HBI/detail/a_Apply for This Plan""))",Safari 11,,,2019-08-05 15:23:27,2019-08-05 15:23:28,1.027s,PASSED
waitForPageLoad(10),Safari 11,,,2019-08-05 15:23:28,2019-08-05 15:23:30,1.361s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-05 15:23:30,2019-08-05 15:23:31,0.776s,PASSED
"click(findTestObject(""mobileSanity/HBI/Page_Apply/span_Start Secure Application""))",Safari 11,,,2019-08-05 15:23:31,2019-08-05 15:23:32,1.506s,PASSED
waitForPageLoad(10),Safari 11,,,2019-08-05 15:23:32,2019-08-05 15:23:32,0.341s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-05 15:23:32,2019-08-05 15:23:34,1.703s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_hbi""), [""carrier"":""cardinalchoice""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-05 15:23:34,2019-08-05 15:24:40,1m - 6.279s,PASSED
,,,,,,,
Test Cases/mobileWeb/HBI/Core Shield,Safari 11,Core Shield application flow,,2019-08-05 15:24:40,2019-08-05 15:26:25,1m - 44.815s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""hbi"", ""carrierName"":""Core Shield""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-05 15:24:41,2019-08-05 15:24:41,0.077s,PASSED
i = 0,Safari 11,,,2019-08-05 15:24:41,2019-08-05 15:24:41,0.001s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-05 15:24:41,2019-08-05 15:24:51,10.438s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_hbi""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-05 15:24:51,2019-08-05 15:25:04,12.424s,PASSED
Thread.sleep(5000),Safari 11,,,2019-08-05 15:25:04,2019-08-05 15:25:09,5.003s,PASSED
"scrollToPosition(200, 2300)",Safari 11,,,2019-08-05 15:25:09,2019-08-05 15:25:09,0.035s,PASSED
"click(findTestObject(""mobileSanity/HBI/quote/a_Core Shield""))",Safari 11,,,2019-08-05 15:25:09,2019-08-05 15:25:13,4.076s,PASSED
waitForPageLoad(10),Safari 11,,,2019-08-05 15:25:13,2019-08-05 15:25:13,0.303s,PASSED
