Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
hbi,Safari 11,hbi flow,,2019-12-06 10:33:33,2019-12-06 10:43:46,10m - 12.589s,INCOMPLETE
,,,,,,,
Test Cases/AHI/HBI/Agile One,Safari 11,Agile One application flow,,2019-12-06 10:33:34,2019-12-06 10:35:18,1m - 43.944s,FAILED
"callTestCase(findTestCase(""AHI/_include/get_screenPath""), [""productLine"":""hbi"", ""carrierName"":""Agile One""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-12-06 10:33:34,2019-12-06 10:33:36,1.671s,PASSED
i = 0,Safari 11,,,2019-12-06 10:33:36,2019-12-06 10:33:36,0.001s,PASSED
"callTestCase(findTestCase(""AHI/_include/openWebSite""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-12-06 10:33:36,2019-12-06 10:33:50,14.064s,PASSED
"callTestCase(findTestCase(""AHI/_include/census_hbi""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-12-06 10:33:50,2019-12-06 10:34:09,18.918s,FAILED
Thread.sleep(5000),Safari 11,,,2019-12-06 10:34:09,2019-12-06 10:34:14,5.000s,PASSED
"scrollToPosition(200, 2300)",Safari 11,,,2019-12-06 10:34:14,2019-12-06 10:34:14,0.038s,PASSED
"click(findTestObject(""mobileSanity/HBI/quote/a_Agile One 750""))",Safari 11,,,2019-12-06 10:34:14,2019-12-06 10:34:18,4.060s,PASSED
waitForPageLoad(20),Safari 11,,,2019-12-06 10:34:18,2019-12-06 10:34:18,0.307s,PASSED
"waitForElementPresent(findTestObject(""mobileSanity/HBI/detail/a_Apply for This Plan""), 20)",Safari 11,,,2019-12-06 10:34:18,2019-12-06 10:34:18,0.233s,PASSED
"callTestCase(findTestCase(""AHI/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 10:34:18,2019-12-06 10:34:19,0.575s,PASSED
"click(findTestObject(""mobileSanity/HBI/detail/a_Apply for This Plan""))",Safari 11,,,2019-12-06 10:34:19,2019-12-06 10:34:20,1.145s,PASSED
waitForPageLoad(20),Safari 11,,,2019-12-06 10:34:20,2019-12-06 10:34:20,0.056s,PASSED
"waitForElementPresent(findTestObject(""mobileSanity/HBI/Page_Apply/span_Start Secure Application""), 20)",Safari 11,,,2019-12-06 10:34:20,2019-12-06 10:34:20,0.065s,PASSED
"callTestCase(findTestCase(""AHI/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 10:34:20,2019-12-06 10:34:21,0.574s,PASSED
"click(findTestObject(""mobileSanity/HBI/Page_Apply/span_Start Secure Application""))",Safari 11,,,2019-12-06 10:34:21,2019-12-06 10:34:22,1.569s,PASSED
waitForPageLoad(20),Safari 11,,,2019-12-06 10:34:22,2019-12-06 10:34:23,0.171s,PASSED
Thread.sleep(5000),Safari 11,,,2019-12-06 10:34:23,2019-12-06 10:34:28,5.001s,PASSED
"callTestCase(findTestCase(""AHI/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 10:34:28,2019-12-06 10:34:28,0.538s,PASSED
"callTestCase(findTestCase(""AHI/_include/goToEnd_hbi""), [""carrier"":""agileone""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-12-06 10:34:28,2019-12-06 10:35:17,49.201s,FAILED
,,,,,,,
Test Cases/AHI/HBI/Legion Limited Medical,Safari 11,Axis Legion application flow,,2019-12-06 10:35:18,2019-12-06 10:36:58,1m - 40.391s,FAILED
"callTestCase(findTestCase(""AHI/_include/get_screenPath""), [""productLine"":""hbi"", ""carrierName"":""Legion Limited Medical""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-12-06 10:35:18,2019-12-06 10:35:18,0.083s,PASSED
i = 0,Safari 11,,,2019-12-06 10:35:18,2019-12-06 10:35:18,0.001s,PASSED
"callTestCase(findTestCase(""AHI/_include/openWebSite""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-12-06 10:35:18,2019-12-06 10:35:26,7.780s,PASSED
"callTestCase(findTestCase(""AHI/_include/census_hbi""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-12-06 10:35:26,2019-12-06 10:35:44,17.986s,FAILED
"click(findTestObject(""mobileSanity/HBI/quote/a_Legion Limited Medical 500""))",Safari 11,,,2019-12-06 10:35:44,2019-12-06 10:35:47,3.611s,PASSED
waitForPageLoad(20),Safari 11,,,2019-12-06 10:35:47,2019-12-06 10:35:47,0.107s,PASSED
"callTestCase(findTestCase(""AHI/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 10:35:47,2019-12-06 10:35:48,0.677s,PASSED
"click(findTestObject(""mobileSanity/HBI/detail/a_Apply for This Plan""))",Safari 11,,,2019-12-06 10:35:48,2019-12-06 10:35:49,1.304s,PASSED
waitForPageLoad(20),Safari 11,,,2019-12-06 10:35:49,2019-12-06 10:35:49,0.103s,PASSED
"callTestCase(findTestCase(""AHI/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 10:35:49,2019-12-06 10:35:51,1.372s,PASSED
"click(findTestObject(""mobileSanity/HBI/Page_Apply/span_Start Secure Application""))",Safari 11,,,2019-12-06 10:35:51,2019-12-06 10:35:52,1.433s,PASSED
waitForPageLoad(20),Safari 11,,,2019-12-06 10:35:52,2019-12-06 10:35:52,0.163s,PASSED
Thread.sleep(5000),Safari 11,,,2019-12-06 10:35:52,2019-12-06 10:35:57,5.001s,PASSED
"callTestCase(findTestCase(""AHI/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-12-06 10:35:57,2019-12-06 10:35:58,0.556s,PASSED
"callTestCase(findTestCase(""AHI/_include/goToEnd_hbi""), [""carrier"":""legionlimitedmedical""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-12-06 10:35:58,2019-12-06 10:36:58,59.774s,PASSED
,,,,,,,
Test Cases/AHI/HBI/Cardinal Choice,Safari 11,Cardinal Choice application flow,,2019-12-06 10:36:58,2019-12-06 10:37:30,32.136s,FAILED
"callTestCase(findTestCase(""AHI/_include/get_screenPath""), [""productLine"":""hbi"", ""carrierName"":""Cardinal Choice""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-12-06 10:36:58,2019-12-06 10:36:58,0.085s,PASSED
i = 0,Safari 11,,,2019-12-06 10:36:58,2019-12-06 10:36:58,0.001s,PASSED
"callTestCase(findTestCase(""AHI/_include/openWebSite""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-12-06 10:36:58,2019-12-06 10:37:07,8.274s,PASSED
"callTestCase(findTestCase(""AHI/_include/census_hbi""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-12-06 10:37:07,2019-12-06 10:37:23,16.812s,FAILED
Thread.sleep(5000),Safari 11,,,2019-12-06 10:37:24,2019-12-06 10:37:29,5.000s,PASSED
"scrollToPosition(200, 2300)",Safari 11,,,2019-12-06 10:37:29,2019-12-06 10:37:29,0.044s,PASSED
"click(findTestObject(""mobileSanity/HBI/quote/a_Cardinal Choice""))",Safari 11,,,2019-12-06 10:37:29,2019-12-06 10:37:30,0.631s,FAILED
,,,,,,,
Test Cases/AHI/HBI/Core Shield,Safari 11,Core Shield application flow,,2019-12-06 10:37:30,2019-12-06 10:38:01,31.166s,FAILED
"callTestCase(findTestCase(""AHI/_include/get_screenPath""), [""productLine"":""hbi"", ""carrierName"":""Core Shield""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-12-06 10:37:30,2019-12-06 10:37:31,0.079s,PASSED
