Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
ICA,Safari 11,,2019-12-15 08:02:23,2019-12-15 08:04:13,1m - 50.097s,PASSED
,,,,,,
Test Cases/PL Site/ICA/stm/AdvantHealth,Safari 11,,2019-12-15 08:02:23,2019-12-15 08:04:12,1m - 48.831s,PASSED
"callTestCase(findTestCase(""AHI/_include/get_screenPath""), [""productLine"":""ICA"", ""carrierName"":""AdvantHealth""], CONTINUE_ON_FAILURE)",Safari 11,,2019-12-15 08:02:23,2019-12-15 08:02:24,0.571s,PASSED
i = 0,Safari 11,,2019-12-15 08:02:24,2019-12-15 08:02:24,0.000s,PASSED
"callTestCase(findTestCase(""AHI/_include/openWebSite""), [""env"":""https://ica--qa.storefront.mybenefitskeeper.com""], CONTINUE_ON_FAILURE)",Safari 11,,2019-12-15 08:02:24,2019-12-15 08:02:31,7.260s,PASSED
"callTestCase(findTestCase(""AHI/_include/census_stm""), [""zipcode"":""35215""], STOP_ON_FAILURE)",Safari 11,,2019-12-15 08:02:31,2019-12-15 08:03:06,34.677s,PASSED
"callTestCase(findTestCase(""AHI/_include/goToDetail_stm""), [""carrier"":""advanthealth""], STOP_ON_FAILURE)",Safari 11,,2019-12-15 08:03:06,2019-12-15 08:03:10,3.837s,PASSED
"callTestCase(findTestCase(""AHI/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,2019-12-15 08:03:10,2019-12-15 08:03:16,6.251s,PASSED
"callTestCase(findTestCase(""AHI/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,2019-12-15 08:03:16,2019-12-15 08:04:12,55.835s,PASSED
