Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
HIFA,Safari 11,,,2019-07-30 16:28:38,2019-07-30 16:35:21,6m - 43.039s,INCOMPLETE
,,,,,,,
Test Cases/PL Site/HIFA/hbi/Health Choice,Safari 11,,,2019-07-30 16:28:38,2019-07-30 16:30:25,1m - 46.581s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""HIFA_hbi"", ""carrierName"":""Health Choice""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-07-30 16:28:39,2019-07-30 16:28:40,1.439s,PASSED
i = 0,Safari 11,,,2019-07-30 16:28:40,2019-07-30 16:28:40,0.001s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [""env"":""https://hifa--qa.storefront.mybenefitskeeper.com""], STOP_ON_FAILURE)",Safari 11,,,2019-07-30 16:28:40,2019-07-30 16:28:51,11.142s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_hbi""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-07-30 16:28:51,2019-07-30 16:29:04,12.666s,PASSED
Thread.sleep(5000),Safari 11,,,2019-07-30 16:29:04,2019-07-30 16:29:09,5.002s,PASSED
"scrollToPosition(200, 2300)",Safari 11,,,2019-07-30 16:29:09,2019-07-30 16:29:09,0.047s,PASSED
"click(findTestObject(""mobileSanity/HBI/quote/a_Health Choice""))",Safari 11,,,2019-07-30 16:29:09,2019-07-30 16:29:15,6.213s,PASSED
waitForPageLoad(10),Safari 11,,,2019-07-30 16:29:15,2019-07-30 16:29:15,0.052s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-07-30 16:29:15,2019-07-30 16:29:16,0.765s,PASSED
"click(findTestObject(""mobileSanity/HBI/detail/a_Apply for This Plan""))",Safari 11,,,2019-07-30 16:29:16,2019-07-30 16:29:17,1.322s,PASSED
waitForPageLoad(10),Safari 11,,,2019-07-30 16:29:17,2019-07-30 16:29:17,0.058s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-07-30 16:29:17,2019-07-30 16:29:18,0.939s,PASSED
"click(findTestObject(""mobileSanity/HBI/Page_Apply/span_Start Secure Application""))",Safari 11,,,2019-07-30 16:29:18,2019-07-30 16:29:20,1.327s,PASSED
waitForPageLoad(10),Safari 11,,,2019-07-30 16:29:20,2019-07-30 16:29:20,0.017s,PASSED
