Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
dental,Safari 11,,2020-01-05 08:19:13,2020-01-05 08:21:23,2m - 9.707s,FAILED
,,,,,,
Test Cases/AHI/Dental/National General,Safari 11,Dental - National General application flow,2020-01-05 08:19:14,2020-01-05 08:20:28,1m - 14.120s,FAILED
"callTestCase(findTestCase(""AHI/_include/get_screenPath""), [""productLine"":""dental"", ""carrierName"":""National General""], CONTINUE_ON_FAILURE)",Safari 11,,2020-01-05 08:19:14,2020-01-05 08:19:15,0.710s,PASSED
"callTestCase(findTestCase(""AHI/_include/openWebSite""), [:], STOP_ON_FAILURE)",Safari 11,,2020-01-05 08:19:15,2020-01-05 08:19:32,17.054s,PASSED
"callTestCase(findTestCase(""AHI/_include/census_dental""), [""zipcode"":zipcode, ""dob"":""12/12/1980""], STOP_ON_FAILURE)",Safari 11,,2020-01-05 08:19:32,2020-01-05 08:19:44,12.374s,PASSED
"click(findTestObject(""mobileSanity/Dental/filter/btn_filter""))",Safari 11,,2020-01-05 08:19:44,2020-01-05 08:19:44,0.077s,PASSED
"waitForElementVisible(findTestObject(""mobileSanity/Dental/filter/btn_company""), 10)",Safari 11,,2020-01-05 08:19:44,2020-01-05 08:19:44,0.055s,PASSED
"click(findTestObject(""mobileSanity/Dental/filter/btn_company""))",Safari 11,,2020-01-05 08:19:44,2020-01-05 08:19:44,0.071s,PASSED
Thread.sleep(2000),Safari 11,,2020-01-05 08:19:44,2020-01-05 08:19:46,2.011s,PASSED
"click(findTestObject(""mobileSanity/Dental/filter/btn_ng""))",Safari 11,,2020-01-05 08:19:46,2020-01-05 08:19:47,0.160s,PASSED
"waitForJQueryLoad(20, STOP_ON_FAILURE)",Safari 11,,2020-01-05 08:19:47,2020-01-05 08:19:47,0.852s,PASSED
"callTestCase(findTestCase(""AHI/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,2020-01-05 08:19:47,2020-01-05 08:19:48,0.657s,PASSED
"click(findTestObject(""mobileSanity/Dental/filter/btn_filter""))",Safari 11,,2020-01-05 08:19:48,2020-01-05 08:19:48,0.289s,PASSED
Thread.sleep(2000),Safari 11,,2020-01-05 08:19:48,2020-01-05 08:19:50,2.001s,PASSED
"scrollToPosition(0, 600)",Safari 11,,2020-01-05 08:19:50,2020-01-05 08:19:50,0.027s,PASSED
Thread.sleep(2000),Safari 11,,2020-01-05 08:19:50,2020-01-05 08:19:52,2.001s,PASSED
"click(findTestObject(""mobileSanity/Dental/quote/a_Select This Plan""))",Safari 11,,2020-01-05 08:19:52,2020-01-05 08:19:54,1.752s,PASSED
waitForPageLoad(10),Safari 11,,2020-01-05 08:19:54,2020-01-05 08:19:54,0.016s,PASSED
"callTestCase(findTestCase(""AHI/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,2020-01-05 08:19:54,2020-01-05 08:19:55,0.456s,PASSED
"click(findTestObject(""mobileSanity/Dental/apply/span_Start Secure Application""))",Safari 11,,2020-01-05 08:19:55,2020-01-05 08:19:55,0.659s,PASSED
waitForPageLoad(10),Safari 11,,2020-01-05 08:19:55,2020-01-05 08:19:56,0.902s,PASSED
Thread.sleep(2000),Safari 11,,2020-01-05 08:19:56,2020-01-05 08:19:58,2.001s,PASSED
"callTestCase(findTestCase(""AHI/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,2020-01-05 08:19:58,2020-01-05 08:19:59,0.446s,PASSED
"callTestCase(findTestCase(""AHI/_include/goToEnd_dental""), [""carrier"":""nationalgeneral""], CONTINUE_ON_FAILURE)",Safari 11,,2020-01-05 08:19:59,2020-01-05 08:20:28,29.048s,FAILED
,,,,,,
Test Cases/AHI/Dental/USA Access,Safari 11,,2020-01-05 08:20:28,2020-01-05 08:21:22,54.067s,FAILED
"callTestCase(findTestCase(""AHI/_include/get_screenPath""), [""productLine"":""dental"", ""carrierName"":""USA Access""], CONTINUE_ON_FAILURE)",Safari 11,,2020-01-05 08:20:28,2020-01-05 08:20:28,0.063s,PASSED
i = 0,Safari 11,,2020-01-05 08:20:28,2020-01-05 08:20:28,0.000s,PASSED
"callTestCase(findTestCase(""AHI/_include/openWebSite""), [:], STOP_ON_FAILURE)",Safari 11,,2020-01-05 08:20:28,2020-01-05 08:20:35,6.876s,PASSED
"callTestCase(findTestCase(""AHI/_include/census_dental""), [:], STOP_ON_FAILURE)",Safari 11,,2020-01-05 08:20:35,2020-01-05 08:20:44,9.243s,PASSED
"comment(""-------------quote page--------------------"")",Safari 11,,2020-01-05 08:20:44,2020-01-05 08:20:44,0.005s,PASSED
"click(findTestObject(""mobileSanity/Dental/filter/btn_filter""))",Safari 11,,2020-01-05 08:20:44,2020-01-05 08:20:44,0.081s,PASSED
"waitForElementVisible(findTestObject(""mobileSanity/Dental/filter/btn_company""), 10)",Safari 11,,2020-01-05 08:20:44,2020-01-05 08:20:44,0.038s,PASSED
"click(findTestObject(""mobileSanity/Dental/filter/btn_company""))",Safari 11,,2020-01-05 08:20:44,2020-01-05 08:20:44,0.066s,PASSED
Thread.sleep(2000),Safari 11,,2020-01-05 08:20:44,2020-01-05 08:20:46,2.001s,PASSED
"click(findTestObject(""mobileSanity/Dental/filter/btn_usa""))",Safari 11,,2020-01-05 08:20:46,2020-01-05 08:20:46,0.087s,PASSED
"waitForJQueryLoad(20, STOP_ON_FAILURE)",Safari 11,,2020-01-05 08:20:46,2020-01-05 08:20:47,0.518s,PASSED
"callTestCase(findTestCase(""AHI/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,2020-01-05 08:20:47,2020-01-05 08:20:47,0.449s,PASSED
"click(findTestObject(""mobileSanity/Dental/filter/btn_filter""))",Safari 11,,2020-01-05 08:20:47,2020-01-05 08:20:47,0.056s,PASSED
"click(findTestObject(""mobileSanity/Dental/quote/a_Select This Plan""))",Safari 11,,2020-01-05 08:20:47,2020-01-05 08:20:48,0.309s,PASSED
waitForPageLoad(10),Safari 11,,2020-01-05 08:20:48,2020-01-05 08:20:48,0.036s,PASSED
"callTestCase(findTestCase(""AHI/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,2020-01-05 08:20:48,2020-01-05 08:20:48,0.742s,PASSED
"click(findTestObject(""mobileSanity/Dental/apply/span_Start Secure Application""))",Safari 11,,2020-01-05 08:20:48,2020-01-05 08:20:49,0.436s,PASSED
waitForPageLoad(10),Safari 11,,2020-01-05 08:20:49,2020-01-05 08:20:49,0.242s,PASSED
"callTestCase(findTestCase(""AHI/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,2020-01-05 08:20:49,2020-01-05 08:20:50,0.646s,PASSED
"callTestCase(findTestCase(""AHI/_include/goToEnd_dental""), [""carrier"":""usa""], STOP_ON_FAILURE)",Safari 11,,2020-01-05 08:20:50,2020-01-05 08:21:22,31.982s,FAILED
