Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
dental,Safari 11,,,2019-09-05 14:09:23,2019-09-05 14:15:24,6m - 0.995s,INCOMPLETE
,,,,,,,
Test Cases/mobileWeb/Dental/National General,Safari 11,Dental - National General application flow,,2019-09-05 14:09:23,2019-09-05 14:11:26,2m - 2.253s,FAILED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""dental"", ""carrierName"":""National General""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-09-05 14:09:24,2019-09-05 14:09:25,1.272s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 14:09:25,2019-09-05 14:09:37,11.729s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_dental""), [""zipcode"":zipcode, ""dob"":""12/12/1980""], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 14:09:37,2019-09-05 14:09:59,21.701s,PASSED
"click(findTestObject(""mobileSanity/Dental/filter/btn_filter""))",Safari 11,,,2019-09-05 14:09:59,2019-09-05 14:09:59,0.172s,PASSED
"waitForElementVisible(findTestObject(""mobileSanity/Dental/filter/btn_company""), 10)",Safari 11,,,2019-09-05 14:09:59,2019-09-05 14:09:59,0.106s,PASSED
"click(findTestObject(""mobileSanity/Dental/filter/btn_company""))",Safari 11,,,2019-09-05 14:09:59,2019-09-05 14:09:59,0.142s,PASSED
Thread.sleep(2000),Safari 11,,,2019-09-05 14:09:59,2019-09-05 14:10:01,2.001s,PASSED
"click(findTestObject(""mobileSanity/Dental/filter/btn_ng""))",Safari 11,,,2019-09-05 14:10:01,2019-09-05 14:10:01,0.221s,PASSED
"waitForJQueryLoad(20, STOP_ON_FAILURE)",Safari 11,,,2019-09-05 14:10:01,2019-09-05 14:10:04,3.109s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 14:10:04,2019-09-05 14:10:05,0.763s,PASSED
"click(findTestObject(""mobileSanity/Dental/filter/btn_filter""))",Safari 11,,,2019-09-05 14:10:05,2019-09-05 14:10:05,0.119s,PASSED
"click(findTestObject(""mobileSanity/Dental/quote/a_Select This Plan""))",Safari 11,,,2019-09-05 14:10:05,2019-09-05 14:10:08,3.180s,PASSED
waitForPageLoad(10),Safari 11,,,2019-09-05 14:10:08,2019-09-05 14:10:09,0.062s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 14:10:09,2019-09-05 14:10:10,1.534s,PASSED
"click(findTestObject(""mobileSanity/Dental/apply/span_Start Secure Application""))",Safari 11,,,2019-09-05 14:10:10,2019-09-05 14:10:14,3.483s,PASSED
waitForPageLoad(10),Safari 11,,,2019-09-05 14:10:14,2019-09-05 14:10:14,0.067s,PASSED
Thread.sleep(2000),Safari 11,,,2019-09-05 14:10:14,2019-09-05 14:10:16,2.000s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 14:10:16,2019-09-05 14:10:16,0.696s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_dental""), [""carrier"":""nationalgeneral""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-09-05 14:10:16,2019-09-05 14:11:25,1m - 9.039s,FAILED
,,,,,,,
Test Cases/mobileWeb/Dental/Nationwide,Safari 11,,,2019-09-05 14:11:26,2019-09-05 14:13:21,1m - 55.513s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""dental"", ""carrierName"":""Nationwide""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-09-05 14:11:26,2019-09-05 14:11:26,0.080s,PASSED
i = 0,Safari 11,,,2019-09-05 14:11:26,2019-09-05 14:11:26,0.000s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 14:11:26,2019-09-05 14:11:35,8.948s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_dental""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 14:11:35,2019-09-05 14:11:53,18.389s,PASSED
"click(findTestObject(""mobileSanity/Dental/filter/btn_filter""))",Safari 11,,,2019-09-05 14:11:53,2019-09-05 14:11:53,0.167s,PASSED
Thread.sleep(1000),Safari 11,,,2019-09-05 14:11:53,2019-09-05 14:11:54,1.001s,PASSED
"waitForElementVisible(findTestObject(""mobileSanity/Dental/filter/btn_company""), 10)",Safari 11,,,2019-09-05 14:11:54,2019-09-05 14:11:54,0.066s,PASSED
"click(findTestObject(""mobileSanity/Dental/filter/btn_company""))",Safari 11,,,2019-09-05 14:11:54,2019-09-05 14:11:55,0.138s,PASSED
Thread.sleep(2000),Safari 11,,,2019-09-05 14:11:55,2019-09-05 14:11:57,2.001s,PASSED
"click(findTestObject(""mobileSanity/Dental/filter/btn_nationwide""))",Safari 11,,,2019-09-05 14:11:57,2019-09-05 14:11:57,0.202s,PASSED
"waitForJQueryLoad(20, STOP_ON_FAILURE)",Safari 11,,,2019-09-05 14:11:57,2019-09-05 14:11:58,1.565s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 14:11:58,2019-09-05 14:11:59,0.836s,PASSED
"click(findTestObject(""mobileSanity/Dental/filter/btn_filter""))",Safari 11,,,2019-09-05 14:11:59,2019-09-05 14:11:59,0.227s,PASSED
"click(findTestObject(""mobileSanity/Dental/quote/a_Select This Plan""))",Safari 11,,,2019-09-05 14:11:59,2019-09-05 14:12:01,1.500s,PASSED
waitForPageLoad(10),Safari 11,,,2019-09-05 14:12:01,2019-09-05 14:12:02,0.947s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 14:12:02,2019-09-05 14:12:03,0.793s,PASSED
"click(findTestObject(""mobileSanity/Dental/apply/span_Start Secure Application""))",Safari 11,,,2019-09-05 14:12:03,2019-09-05 14:12:04,1.801s,PASSED
waitForPageLoad(10),Safari 11,,,2019-09-05 14:12:04,2019-09-05 14:12:05,0.687s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 14:12:05,2019-09-05 14:12:06,0.779s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_dental""), [""carrier"":""nationwide""], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 14:12:06,2019-09-05 14:13:21,1m - 15.112s,PASSED
,,,,,,,
Test Cases/mobileWeb/Dental/USA Access,Safari 11,,,2019-09-05 14:13:21,2019-09-05 14:15:24,2m - 2.842s,PASSED
