Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
ICA,Safari 11,,2020-01-05 08:02:11,2020-01-05 08:03:59,1m - 48.547s,PASSED
,,,,,,
Test Cases/PL Site/ICA/stm/AdvantHealth,Safari 11,,2020-01-05 08:02:11,2020-01-05 08:03:58,1m - 47.275s,PASSED
"callTestCase(findTestCase(""AHI/_include/get_screenPath""), [""productLine"":""ICA"", ""carrierName"":""AdvantHealth""], CONTINUE_ON_FAILURE)",Safari 11,,2020-01-05 08:02:11,2020-01-05 08:02:12,0.520s,PASSED
i = 0,Safari 11,,2020-01-05 08:02:12,2020-01-05 08:02:12,0.000s,PASSED
"callTestCase(findTestCase(""AHI/_include/openWebSite""), [""env"":""https://ica--qa.storefront.mybenefitskeeper.com""], CONTINUE_ON_FAILURE)",Safari 11,,2020-01-05 08:02:12,2020-01-05 08:02:18,6.086s,PASSED
"callTestCase(findTestCase(""AHI/_include/census_stm""), [""zipcode"":""35215""], STOP_ON_FAILURE)",Safari 11,,2020-01-05 08:02:18,2020-01-05 08:02:53,34.645s,PASSED
"callTestCase(findTestCase(""AHI/_include/goToDetail_stm""), [""carrier"":""advanthealth""], STOP_ON_FAILURE)",Safari 11,,2020-01-05 08:02:53,2020-01-05 08:02:56,3.610s,PASSED
"callTestCase(findTestCase(""AHI/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,2020-01-05 08:02:56,2020-01-05 08:03:03,6.467s,PASSED
"callTestCase(findTestCase(""AHI/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,2020-01-05 08:03:03,2020-01-05 08:03:58,55.514s,PASSED
