Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
hic,Safari 11,,2020-01-02 08:00:37,2020-01-02 08:19:36,18m - 59.258s,FAILED
,,,,,,
Test Cases/HIC/ACA,Safari 11,,2020-01-02 08:00:38,2020-01-02 08:01:17,39.255s,PASSED
"callTestCase(findTestCase(""HIC/_include/get_hicScreenPath""), [""project"":""HIC"", ""productLine"":""ACA"", ""carrierName"":""ACA""], CONTINUE_ON_FAILURE)",Safari 11,,2020-01-02 08:00:39,2020-01-02 08:00:43,3.618s,PASSED
i = 0,Safari 11,,2020-01-02 08:00:43,2020-01-02 08:00:43,0.001s,PASSED
"callTestCase(findTestCase(""AHI/_include/openWebSite""), [""env"":""https://qa.healthinsurance.com/""], CONTINUE_ON_FAILURE)",Safari 11,,2020-01-02 08:00:43,2020-01-02 08:00:58,14.960s,PASSED
"click(findTestObject(""hic/nav/navButton""))",Safari 11,,2020-01-02 08:00:58,2020-01-02 08:00:58,0.652s,PASSED
"click(findTestObject(""hic/nav/acaLink""))",Safari 11,,2020-01-02 08:00:58,2020-01-02 08:01:00,1.539s,PASSED
Thread.sleep(2000),Safari 11,,2020-01-02 08:01:00,2020-01-02 08:01:02,2.018s,PASSED
"callTestCase(findTestCase(""AHI/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,2020-01-02 08:01:02,2020-01-02 08:01:02,0.739s,PASSED
"setText(findTestObject(""hic/aca/zip""), ""33186"")",Safari 11,,2020-01-02 08:01:02,2020-01-02 08:01:03,0.946s,PASSED
Thread.sleep(5000),Safari 11,,2020-01-02 08:01:03,2020-01-02 08:01:08,5.002s,PASSED
"click(findTestObject(""hic/aca/comparePlan""))",Safari 11,,2020-01-02 08:01:08,2020-01-02 08:01:12,3.538s,PASSED
Thread.sleep(5000),Safari 11,,2020-01-02 08:01:12,2020-01-02 08:01:17,5.001s,PASSED
"callTestCase(findTestCase(""AHI/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,2020-01-02 08:01:17,2020-01-02 08:01:17,0.444s,PASSED
,,,,,,
Test Cases/HIC/Dental/National General,Safari 11,,2020-01-02 08:01:17,2020-01-02 08:02:51,1m - 33.108s,FAILED
"callTestCase(findTestCase(""HIC/_include/get_hicScreenPath""), [""project"":""HIC"", ""productLine"":""Dental"", ""carrierName"":""National General""], CONTINUE_ON_FAILURE)",Safari 11,,2020-01-02 08:01:18,2020-01-02 08:01:18,0.092s,PASSED
i = 0,Safari 11,,2020-01-02 08:01:18,2020-01-02 08:01:18,0.001s,PASSED
"callTestCase(findTestCase(""AHI/_include/openWebSite""), [""env"":""https://qa.healthinsurance.com/""], CONTINUE_ON_FAILURE)",Safari 11,,2020-01-02 08:01:18,2020-01-02 08:01:24,5.747s,PASSED
"click(findTestObject(""hic/nav/navButton""))",Safari 11,,2020-01-02 08:01:24,2020-01-02 08:01:24,0.082s,PASSED
