Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
dental,Safari 11,,,2019-07-24 14:14:03,2019-07-24 14:18:24,4m - 21.578s,INCOMPLETE
,,,,,,,
Test Cases/mobileWeb/Dental/National General,Safari 11,Dental - National General application flow,,2019-07-24 14:14:03,2019-07-24 14:16:28,2m - 25.132s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""dental"", ""carrierName"":""National General""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-07-24 14:14:04,2019-07-24 14:14:06,1.724s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-07-24 14:14:06,2019-07-24 14:14:36,30.135s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_dental""), [""zipcode"":zipcode, ""dob"":""12/12/1980""], STOP_ON_FAILURE)",Safari 11,,,2019-07-24 14:14:36,2019-07-24 14:15:03,27.057s,PASSED
"click(findTestObject(""mobileSanity/Dental/filter/btn_filter""))",Safari 11,,,2019-07-24 14:15:03,2019-07-24 14:15:03,0.346s,PASSED
"waitForElementVisible(findTestObject(""mobileSanity/Dental/filter/btn_company""), 10)",Safari 11,,,2019-07-24 14:15:03,2019-07-24 14:15:04,0.087s,PASSED
"click(findTestObject(""mobileSanity/Dental/filter/btn_company""))",Safari 11,,,2019-07-24 14:15:04,2019-07-24 14:15:04,0.242s,PASSED
Thread.sleep(2000),Safari 11,,,2019-07-24 14:15:04,2019-07-24 14:15:06,2.000s,PASSED
"click(findTestObject(""mobileSanity/Dental/filter/btn_ng""))",Safari 11,,,2019-07-24 14:15:06,2019-07-24 14:15:06,0.241s,PASSED
"waitForJQueryLoad(20, STOP_ON_FAILURE)",Safari 11,,,2019-07-24 14:15:06,2019-07-24 14:15:08,1.854s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-07-24 14:15:08,2019-07-24 14:15:09,1.064s,PASSED
"click(findTestObject(""mobileSanity/Dental/filter/btn_filter""))",Safari 11,,,2019-07-24 14:15:09,2019-07-24 14:15:09,0.324s,PASSED
"click(findTestObject(""mobileSanity/Dental/quote/a_Select This Plan""))",Safari 11,,,2019-07-24 14:15:09,2019-07-24 14:15:11,1.964s,PASSED
waitForPageLoad(10),Safari 11,,,2019-07-24 14:15:11,2019-07-24 14:15:11,0.137s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-07-24 14:15:11,2019-07-24 14:15:14,2.600s,PASSED
"click(findTestObject(""mobileSanity/Dental/apply/span_Start Secure Application""))",Safari 11,,,2019-07-24 14:15:14,2019-07-24 14:15:16,2.003s,PASSED
waitForPageLoad(10),Safari 11,,,2019-07-24 14:15:16,2019-07-24 14:15:18,1.680s,PASSED
Thread.sleep(2000),Safari 11,,,2019-07-24 14:15:18,2019-07-24 14:15:20,2.000s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-07-24 14:15:20,2019-07-24 14:15:21,0.997s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_dental""), [""carrier"":""nationalgeneral""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-07-24 14:15:21,2019-07-24 14:16:28,1m - 7.749s,PASSED
,,,,,,,
Test Cases/mobileWeb/Dental/Nationwide,Safari 11,,,2019-07-24 14:16:28,2019-07-24 14:18:24,1m - 55.962s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""dental"", ""carrierName"":""Nationwide""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-07-24 14:16:29,2019-07-24 14:16:29,0.074s,PASSED
