Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
hbi,Safari 11,hbi flow,,2019-08-20 15:54:53,2019-08-20 16:08:47,13m - 54.315s,INCOMPLETE
,,,,,,,
Test Cases/mobileWeb/HBI/Agile One,Safari 11,Agile One application flow,,2019-08-20 15:54:55,2019-08-20 15:58:10,3m - 14.882s,FAILED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""hbi"", ""carrierName"":""Agile One""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-20 15:54:57,2019-08-20 15:55:02,5.653s,PASSED
i = 0,Safari 11,,,2019-08-20 15:55:02,2019-08-20 15:55:02,0.001s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-20 15:55:02,2019-08-20 15:55:59,56.137s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_hbi""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-20 15:55:59,2019-08-20 15:56:35,36.267s,PASSED
Thread.sleep(5000),Safari 11,,,2019-08-20 15:56:35,2019-08-20 15:56:40,5.001s,PASSED
"scrollToPosition(200, 2300)",Safari 11,,,2019-08-20 15:56:40,2019-08-20 15:56:40,0.082s,PASSED
"click(findTestObject(""mobileSanity/HBI/quote/a_Agile One 750""))",Safari 11,,,2019-08-20 15:56:40,2019-08-20 15:56:48,7.654s,PASSED
waitForPageLoad(20),Safari 11,,,2019-08-20 15:56:48,2019-08-20 15:56:51,3.583s,PASSED
"waitForElementPresent(findTestObject(""mobileSanity/HBI/detail/a_Apply for This Plan""), 20)",Safari 11,,,2019-08-20 15:56:51,2019-08-20 15:56:51,0.048s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-20 15:56:51,2019-08-20 15:56:53,1.453s,PASSED
"click(findTestObject(""mobileSanity/HBI/detail/a_Apply for This Plan""))",Safari 11,,,2019-08-20 15:56:53,2019-08-20 15:56:57,4.480s,PASSED
waitForPageLoad(20),Safari 11,,,2019-08-20 15:56:57,2019-08-20 15:57:02,4.793s,PASSED
"waitForElementPresent(findTestObject(""mobileSanity/HBI/Page_Apply/span_Start Secure Application""), 20)",Safari 11,,,2019-08-20 15:57:02,2019-08-20 15:57:02,0.037s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-20 15:57:02,2019-08-20 15:57:03,1.029s,PASSED
"click(findTestObject(""mobileSanity/HBI/Page_Apply/span_Start Secure Application""))",Safari 11,,,2019-08-20 15:57:03,2019-08-20 15:57:09,5.883s,PASSED
waitForPageLoad(20),Safari 11,,,2019-08-20 15:57:09,2019-08-20 15:57:09,0.114s,PASSED
Thread.sleep(5000),Safari 11,,,2019-08-20 15:57:09,2019-08-20 15:57:14,5.001s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-20 15:57:14,2019-08-20 15:57:15,1.189s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_hbi""), [""carrier"":""agileone""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-20 15:57:15,2019-08-20 15:58:10,54.434s,FAILED
,,,,,,,
Test Cases/mobileWeb/HBI/Legion Limited Medical,Safari 11,Axis Legion application flow,,2019-08-20 15:58:10,2019-08-20 15:59:44,1m - 33.977s,FAILED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""hbi"", ""carrierName"":""Legion Limited Medical""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-20 15:58:10,2019-08-20 15:58:10,0.082s,PASSED
i = 0,Safari 11,,,2019-08-20 15:58:10,2019-08-20 15:58:10,0.000s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-20 15:58:10,2019-08-20 15:58:22,11.856s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_hbi""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-20 15:58:22,2019-08-20 15:58:39,16.880s,PASSED
"click(findTestObject(""mobileSanity/HBI/quote/a_Legion Limited Medical 500""))",Safari 11,,,2019-08-20 15:58:39,2019-08-20 15:58:43,4.396s,PASSED
waitForPageLoad(20),Safari 11,,,2019-08-20 15:58:43,2019-08-20 15:58:44,0.869s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-20 15:58:44,2019-08-20 15:58:45,1.238s,PASSED
"click(findTestObject(""mobileSanity/HBI/detail/a_Apply for This Plan""))",Safari 11,,,2019-08-20 15:58:45,2019-08-20 15:58:48,2.297s,PASSED
waitForPageLoad(20),Safari 11,,,2019-08-20 15:58:48,2019-08-20 15:58:49,0.923s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-20 15:58:49,2019-08-20 15:58:50,1.126s,PASSED
"click(findTestObject(""mobileSanity/HBI/Page_Apply/span_Start Secure Application""))",Safari 11,,,2019-08-20 15:58:50,2019-08-20 15:58:52,2.509s,PASSED
waitForPageLoad(20),Safari 11,,,2019-08-20 15:58:52,2019-08-20 15:58:52,0.065s,PASSED
Thread.sleep(5000),Safari 11,,,2019-08-20 15:58:52,2019-08-20 15:58:57,5.002s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-20 15:58:57,2019-08-20 15:58:58,0.803s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_hbi""), [""carrier"":""legionlimitedmedical""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-20 15:58:58,2019-08-20 15:59:44,45.598s,FAILED
,,,,,,,
Test Cases/mobileWeb/HBI/Cardinal Choice,Safari 11,Cardinal Choice application flow,,2019-08-20 15:59:44,2019-08-20 16:01:23,1m - 38.948s,FAILED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""hbi"", ""carrierName"":""Cardinal Choice""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-20 15:59:44,2019-08-20 15:59:44,0.098s,PASSED
i = 0,Safari 11,,,2019-08-20 15:59:44,2019-08-20 15:59:44,0.001s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-20 15:59:44,2019-08-20 15:59:55,11.212s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_hbi""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-20 15:59:55,2019-08-20 16:00:11,15.883s,PASSED
Thread.sleep(5000),Safari 11,,,2019-08-20 16:00:11,2019-08-20 16:00:16,5.004s,PASSED
"scrollToPosition(200, 2300)",Safari 11,,,2019-08-20 16:00:16,2019-08-20 16:00:16,0.028s,PASSED
"click(findTestObject(""mobileSanity/HBI/quote/a_Cardinal Choice""))",Safari 11,,,2019-08-20 16:00:16,2019-08-20 16:00:20,3.587s,PASSED
waitForPageLoad(20),Safari 11,,,2019-08-20 16:00:20,2019-08-20 16:00:20,0.112s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-20 16:00:20,2019-08-20 16:00:21,1.561s,PASSED
"click(findTestObject(""mobileSanity/HBI/detail/a_Apply for This Plan""))",Safari 11,,,2019-08-20 16:00:21,2019-08-20 16:00:24,2.293s,PASSED
waitForPageLoad(20),Safari 11,,,2019-08-20 16:00:24,2019-08-20 16:00:24,0.051s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-20 16:00:24,2019-08-20 16:00:26,2.422s,PASSED
"click(findTestObject(""mobileSanity/HBI/Page_Apply/span_Start Secure Application""))",Safari 11,,,2019-08-20 16:00:26,2019-08-20 16:00:29,2.769s,PASSED
waitForPageLoad(20),Safari 11,,,2019-08-20 16:00:29,2019-08-20 16:00:30,1.485s,PASSED
Thread.sleep(5000),Safari 11,,,2019-08-20 16:00:30,2019-08-20 16:00:35,5.002s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-20 16:00:35,2019-08-20 16:00:37,1.134s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_hbi""), [""carrier"":""cardinalchoice""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-20 16:00:37,2019-08-20 16:01:23,45.958s,FAILED
,,,,,,,
Test Cases/mobileWeb/HBI/Core Shield,Safari 11,Core Shield application flow,,2019-08-20 16:01:23,2019-08-20 16:02:45,1m - 21.972s,FAILED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""hbi"", ""carrierName"":""Core Shield""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-20 16:01:23,2019-08-20 16:01:23,0.080s,PASSED
i = 0,Safari 11,,,2019-08-20 16:01:23,2019-08-20 16:01:23,0.000s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-20 16:01:23,2019-08-20 16:01:30,7.398s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_hbi""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-20 16:01:30,2019-08-20 16:01:43,12.995s,PASSED
Thread.sleep(5000),Safari 11,,,2019-08-20 16:01:43,2019-08-20 16:01:48,5.000s,PASSED
"scrollToPosition(200, 2300)",Safari 11,,,2019-08-20 16:01:48,2019-08-20 16:01:48,0.026s,PASSED
"click(findTestObject(""mobileSanity/HBI/quote/a_Core Shield""))",Safari 11,,,2019-08-20 16:01:48,2019-08-20 16:01:53,4.542s,PASSED
waitForPageLoad(20),Safari 11,,,2019-08-20 16:01:53,2019-08-20 16:01:53,0.084s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-20 16:01:53,2019-08-20 16:01:54,0.845s,PASSED
"click(findTestObject(""mobileSanity/HBI/detail/a_Apply for This Plan""))",Safari 11,,,2019-08-20 16:01:54,2019-08-20 16:01:55,1.098s,PASSED
waitForPageLoad(20),Safari 11,,,2019-08-20 16:01:55,2019-08-20 16:01:56,1.025s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-20 16:01:56,2019-08-20 16:01:57,0.890s,PASSED
"click(findTestObject(""mobileSanity/HBI/Page_Apply/span_Start Secure Application""))",Safari 11,,,2019-08-20 16:01:57,2019-08-20 16:01:58,1.335s,PASSED
waitForPageLoad(20),Safari 11,,,2019-08-20 16:01:58,2019-08-20 16:01:58,0.045s,PASSED
Thread.sleep(5000),Safari 11,,,2019-08-20 16:01:58,2019-08-20 16:02:03,5.005s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-20 16:02:03,2019-08-20 16:02:04,0.796s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_hbi""), [""carrier"":""coreshield""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-20 16:02:04,2019-08-20 16:02:45,40.547s,FAILED
,,,,,,,
Test Cases/mobileWeb/HBI/Agile Secure,Safari 11,,,2019-08-20 16:02:45,2019-08-20 16:04:23,1m - 38.823s,FAILED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""hbi"", ""carrierName"":""Agile Secure""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-20 16:02:45,2019-08-20 16:02:45,0.071s,PASSED
i = 0,Safari 11,,,2019-08-20 16:02:45,2019-08-20 16:02:45,0.001s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-20 16:02:45,2019-08-20 16:02:55,10.450s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_hbi""), [""zipcode"":""08701""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-20 16:02:55,2019-08-20 16:03:16,20.635s,PASSED
"click(findTestObject(""mobileSanity/HBI/detail/a_Apply for This Plan""))",Safari 11,,,2019-08-20 16:03:16,2019-08-20 16:03:22,6.485s,PASSED
waitForPageLoad(20),Safari 11,,,2019-08-20 16:03:22,2019-08-20 16:03:23,0.082s,PASSED
