Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
teladoc,Safari 11,,2019-12-03 08:00:37,2019-12-03 08:02:25,1m - 47.742s,PASSED
,,,,,,
Test Cases/mobileWeb/Teladoc,Safari 11,teladoc application flow,2019-12-03 08:00:38,2019-12-03 08:02:24,1m - 46.584s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""teladoc"", ""carrierName"":""Teladoc""], CONTINUE_ON_FAILURE)",Safari 11,,2019-12-03 08:00:39,2019-12-03 08:00:41,2.045s,PASSED
i = 0,Safari 11,,2019-12-03 08:00:41,2019-12-03 08:00:41,0.002s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], STOP_ON_FAILURE)",Safari 11,open site,2019-12-03 08:00:41,2019-12-03 08:00:55,14.645s,PASSED
"click(findTestObject(""mobileSanity/Common/side_nav/menu""))",Safari 11,click menu,2019-12-03 08:00:55,2019-12-03 08:00:56,1.026s,PASSED
Thread.sleep(3000),Safari 11,wait time,2019-12-03 08:00:56,2019-12-03 08:00:59,3.035s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,2019-12-03 08:00:59,2019-12-03 08:01:00,0.657s,PASSED
"click(findTestObject(""mobileSanity/Common/side_nav/nav_teladoc""))",Safari 11,click nav teladoc,2019-12-03 08:01:00,2019-12-03 08:01:03,3.198s,PASSED
waitForPageLoad(20),Safari 11,,2019-12-03 08:01:03,2019-12-03 08:01:03,0.085s,PASSED
"waitForElementVisible(findTestObject(""mobileSanity/Teladoc/front_door_h1""), 20)",Safari 11,,2019-12-03 08:01:03,2019-12-03 08:01:03,0.161s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,2019-12-03 08:01:03,2019-12-03 08:01:04,0.514s,PASSED
"waitForElementVisible(findTestObject(""mobileSanity/Teladoc/census/input_Location_zip-input""), 20)",Safari 11,,2019-12-03 08:01:04,2019-12-03 08:01:04,0.054s,PASSED
"sendKeys(findTestObject(""mobileSanity/Teladoc/census/input_Location_zip-input""), ""35215"")",Safari 11,set zip code,2019-12-03 08:01:04,2019-12-03 08:01:04,0.274s,PASSED
Thread.sleep(500),Safari 11,set dob,2019-12-03 08:01:04,2019-12-03 08:01:05,0.501s,PASSED
"setText(findTestObject(""mobileSanity/Teladoc/census/input_Date of Birth_dob-0""), ""12121980"")",Safari 11,,2019-12-03 08:01:05,2019-12-03 08:01:05,0.369s,PASSED
"click(findTestObject(""mobileSanity/Teladoc/census/label_Male""))",Safari 11,,2019-12-03 08:01:05,2019-12-03 08:01:05,0.174s,PASSED
Thread.sleep(3000),Safari 11,,2019-12-03 08:01:05,2019-12-03 08:01:08,3.001s,PASSED
"click(findTestObject(""mobileSanity/Teladoc/census/get_a_quote""))",Safari 11,click button,2019-12-03 08:01:08,2019-12-03 08:01:09,0.379s,PASSED
waitForPageLoad(20),Safari 11,,2019-12-03 08:01:09,2019-12-03 08:01:09,0.043s,PASSED
"waitForElementVisible(findTestObject(""mobileSanity/Teladoc/apply_button""), 20)",Safari 11,,2019-12-03 08:01:09,2019-12-03 08:01:09,0.472s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,2019-12-03 08:01:09,2019-12-03 08:01:10,0.554s,PASSED
"click(findTestObject(""mobileSanity/Teladoc/apply_button""))",Safari 11,,2019-12-03 08:01:10,2019-12-03 08:01:10,0.620s,PASSED
waitForPageLoad(20),Safari 11,,2019-12-03 08:01:10,2019-12-03 08:01:11,0.409s,PASSED
"waitForElementPresent(findTestObject(""mobileSanity/Teladoc/Page_App Page 1/input__member-P-1-firstName""), 20)",Safari 11,,2019-12-03 08:01:11,2019-12-03 08:01:11,0.118s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,2019-12-03 08:01:11,2019-12-03 08:01:11,0.500s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/name""), [:], STOP_ON_FAILURE)",Safari 11,get name,2019-12-03 08:01:11,2019-12-03 08:01:12,0.831s,PASSED
"setText(findTestObject(""mobileSanity/Teladoc/Page_App Page 1/input__member-P-1-firstName""), FirstName)",Safari 11,,2019-12-03 08:01:12,2019-12-03 08:01:13,0.322s,PASSED
"setText(findTestObject(""mobileSanity/Teladoc/Page_App Page 1/input__member-P-1-lastName""), LastName)",Safari 11,,2019-12-03 08:01:13,2019-12-03 08:01:13,0.440s,PASSED
"selectOptionByValue(findTestObject(""mobileSanity/Teladoc/Page_App Page 1/select_01020304050607""), ""05"", true)",Safari 11,,2019-12-03 08:01:13,2019-12-03 08:01:13,0.297s,PASSED
"selectOptionByValue(findTestObject(""mobileSanity/Teladoc/Page_App Page 1/select_00102030405060708091011""), ""06"", true)",Safari 11,,2019-12-03 08:01:13,2019-12-03 08:01:14,0.280s,PASSED
"setText(findTestObject(""mobileSanity/Teladoc/Page_App Page 1/input_lbs""), ""180"")",Safari 11,,2019-12-03 08:01:14,2019-12-03 08:01:14,0.101s,PASSED
"setText(findTestObject(""mobileSanity/Teladoc/Page_App Page 1/input__address""), Address)",Safari 11,,2019-12-03 08:01:14,2019-12-03 08:01:14,0.143s,PASSED
"setText(findTestObject(""mobileSanity/Teladoc/Page_App Page 1/input__city""), City)",Safari 11,,2019-12-03 08:01:14,2019-12-03 08:01:14,0.131s,PASSED
"setText(findTestObject(""mobileSanity/Teladoc/Page_App Page 1/input__email""), AutoEmail)",Safari 11,,2019-12-03 08:01:14,2019-12-03 08:01:14,0.221s,PASSED
"setText(findTestObject(""mobileSanity/Teladoc/Page_App Page 1/input_phone number""), Tel)",Safari 11,,2019-12-03 08:01:14,2019-12-03 08:01:14,0.123s,PASSED
