Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
HIFA,Safari 11,,2020-05-05 08:05:12,2020-05-05 08:11:40,6m - 28.160s,PASSED
,,,,,,
Test Cases/PL Site/HIFA/hbi/Health Choice,Safari 11,,2020-05-05 08:05:13,2020-05-05 08:07:12,1m - 59.132s,PASSED
"callTestCase(findTestCase(""AHI/_include/get_screenPath""), [""productLine"":""HIFA"", ""carrierName"":""Health Choice""], CONTINUE_ON_FAILURE)",Safari 11,,2020-05-05 08:05:14,2020-05-05 08:05:15,1.196s,PASSED
i = 0,Safari 11,,2020-05-05 08:05:15,2020-05-05 08:05:15,0.002s,PASSED
"callTestCase(findTestCase(""AHI/_include/openWebSite""), [""env"":""https://hifa--qa.storefront.mybenefitskeeper.com""], STOP_ON_FAILURE)",Safari 11,,2020-05-05 08:05:15,2020-05-05 08:05:40,24.707s,PASSED
"callTestCase(findTestCase(""PL Site/_include/census_hbi""), [""zipcode"":""35215""], CONTINUE_ON_FAILURE)",Safari 11,,2020-05-05 08:05:40,2020-05-05 08:06:31,50.908s,PASSED
Thread.sleep(5000),Safari 11,,2020-05-05 08:06:31,2020-05-05 08:06:36,5.002s,PASSED
"scrollToPosition(200, 2300)",Safari 11,,2020-05-05 08:06:36,2020-05-05 08:06:36,0.028s,PASSED
"click(findTestObject(""mobileSanity/HBI/quote/a_Health Choice""))",Safari 11,,2020-05-05 08:06:36,2020-05-05 08:06:36,0.911s,PASSED
waitForPageLoad(10),Safari 11,,2020-05-05 08:06:36,2020-05-05 08:06:37,0.030s,PASSED
"callTestCase(findTestCase(""AHI/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,2020-05-05 08:06:37,2020-05-05 08:06:38,1.427s,PASSED
"click(findTestObject(""mobileSanity/HBI/detail/a_Apply for This Plan""))",Safari 11,,2020-05-05 08:06:38,2020-05-05 08:06:39,0.640s,PASSED
waitForPageLoad(10),Safari 11,,2020-05-05 08:06:39,2020-05-05 08:06:39,0.041s,PASSED
"callTestCase(findTestCase(""AHI/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,2020-05-05 08:06:39,2020-05-05 08:06:40,1.412s,PASSED
"click(findTestObject(""mobileSanity/HBI/Page_Apply/span_Start Secure Application""))",Safari 11,,2020-05-05 08:06:40,2020-05-05 08:06:41,0.707s,PASSED
waitForPageLoad(10),Safari 11,,2020-05-05 08:06:41,2020-05-05 08:06:41,0.022s,PASSED
