Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
teladoc,Safari 11,,,2019-08-20 15:54:54,2019-08-20 15:58:08,3m - 13.915s,INCOMPLETE
,,,,,,,
Test Cases/mobileWeb/Teladoc,Safari 11,teladoc application flow,,2019-08-20 15:54:55,2019-08-20 15:58:08,3m - 12.998s,FAILED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""teladoc"", ""carrierName"":""Teladoc""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-20 15:55:00,2019-08-20 15:55:05,4.615s,PASSED
i = 0,Safari 11,,,2019-08-20 15:55:05,2019-08-20 15:55:05,0.007s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], STOP_ON_FAILURE)",Safari 11,open site,,2019-08-20 15:55:05,2019-08-20 15:55:58,53.669s,PASSED
"click(findTestObject(""mobileSanity/Common/side_nav/menu""))",Safari 11,click menu,,2019-08-20 15:55:58,2019-08-20 15:56:04,5.736s,PASSED
Thread.sleep(3000),Safari 11,wait time,,2019-08-20 15:56:04,2019-08-20 15:56:07,3.010s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-20 15:56:07,2019-08-20 15:56:08,1.279s,PASSED
"click(findTestObject(""mobileSanity/Common/side_nav/nav_teladoc""))",Safari 11,click nav teladoc,,2019-08-20 15:56:08,2019-08-20 15:56:36,27.447s,PASSED
waitForPageLoad(20),Safari 11,,,2019-08-20 15:56:36,2019-08-20 15:56:36,0.056s,PASSED
"waitForElementVisible(findTestObject(""mobileSanity/Teladoc/front_door_quote_button""), 20)",Safari 11,,,2019-08-20 15:56:36,2019-08-20 15:56:40,3.833s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-20 15:56:40,2019-08-20 15:56:41,1.376s,PASSED
"click(findTestObject(""mobileSanity/Teladoc/front_door_quote_button""))",Safari 11,click button,,2019-08-20 15:56:41,2019-08-20 15:56:45,3.573s,PASSED
waitForPageLoad(20),Safari 11,,,2019-08-20 15:56:45,2019-08-20 15:56:47,2.328s,PASSED
"waitForElementVisible(findTestObject(""mobileSanity/Teladoc/census/input_Location_zip-input""), 20)",Safari 11,,,2019-08-20 15:56:47,2019-08-20 15:56:47,0.142s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-20 15:56:47,2019-08-20 15:56:49,1.439s,PASSED
"sendKeys(findTestObject(""mobileSanity/Teladoc/census/input_Location_zip-input""), ""35215"")",Safari 11,set zip code,,2019-08-20 15:56:49,2019-08-20 15:56:49,0.353s,PASSED
Thread.sleep(500),Safari 11,set dob,,2019-08-20 15:56:49,2019-08-20 15:56:49,0.501s,PASSED
"setText(findTestObject(""mobileSanity/Teladoc/census/input_Date of Birth_dob-0""), ""12121980"")",Safari 11,,,2019-08-20 15:56:49,2019-08-20 15:56:50,0.167s,PASSED
"click(findTestObject(""mobileSanity/Teladoc/census/label_Male""))",Safari 11,,,2019-08-20 15:56:50,2019-08-20 15:56:50,0.186s,PASSED
Thread.sleep(3000),Safari 11,,,2019-08-20 15:56:50,2019-08-20 15:56:53,3.004s,PASSED
"click(findTestObject(""mobileSanity/Teladoc/census/label_Start Secure Application""))",Safari 11,click button,,2019-08-20 15:56:53,2019-08-20 15:57:00,7.138s,PASSED
waitForPageLoad(20),Safari 11,,,2019-08-20 15:57:00,2019-08-20 15:57:00,0.219s,PASSED
"waitForElementPresent(findTestObject(""mobileSanity/Teladoc/Page_App Page 1/input__member-P-1-firstName""), 20)",Safari 11,,,2019-08-20 15:57:00,2019-08-20 15:57:05,4.530s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-20 15:57:05,2019-08-20 15:57:06,1.384s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/name""), [:], STOP_ON_FAILURE)",Safari 11,get name,,2019-08-20 15:57:06,2019-08-20 15:57:09,2.678s,PASSED
"setText(findTestObject(""mobileSanity/Teladoc/Page_App Page 1/input__member-P-1-firstName""), FirstName)",Safari 11,,,2019-08-20 15:57:09,2019-08-20 15:57:10,0.968s,PASSED
"setText(findTestObject(""mobileSanity/Teladoc/Page_App Page 1/input__member-P-1-lastName""), LastName)",Safari 11,,,2019-08-20 15:57:10,2019-08-20 15:57:10,0.443s,PASSED
"selectOptionByValue(findTestObject(""mobileSanity/Teladoc/Page_App Page 1/select_01020304050607""), ""05"", true)",Safari 11,,,2019-08-20 15:57:10,2019-08-20 15:57:11,1.143s,PASSED
"selectOptionByValue(findTestObject(""mobileSanity/Teladoc/Page_App Page 1/select_00102030405060708091011""), ""06"", true)",Safari 11,,,2019-08-20 15:57:11,2019-08-20 15:57:13,1.421s,PASSED
"setText(findTestObject(""mobileSanity/Teladoc/Page_App Page 1/input_lbs""), ""180"")",Safari 11,,,2019-08-20 15:57:13,2019-08-20 15:57:13,0.189s,PASSED
