Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
hbi,Safari 11,hbi flow,,2019-09-05 16:38:27,2019-09-05 16:52:24,13m - 57.045s,INCOMPLETE
,,,,,,,
Test Cases/mobileWeb/HBI/Agile One,Safari 11,Agile One application flow,,2019-09-05 16:38:27,2019-09-05 16:40:18,1m - 50.391s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""hbi"", ""carrierName"":""Agile One""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-09-05 16:38:28,2019-09-05 16:38:29,1.348s,PASSED
i = 0,Safari 11,,,2019-09-05 16:38:29,2019-09-05 16:38:29,0.003s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-09-05 16:38:29,2019-09-05 16:38:39,9.896s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_hbi""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-09-05 16:38:39,2019-09-05 16:39:00,20.806s,PASSED
Thread.sleep(5000),Safari 11,,,2019-09-05 16:39:00,2019-09-05 16:39:05,5.001s,PASSED
"scrollToPosition(200, 2300)",Safari 11,,,2019-09-05 16:39:05,2019-09-05 16:39:05,0.040s,PASSED
"click(findTestObject(""mobileSanity/HBI/quote/a_Agile One 750""))",Safari 11,,,2019-09-05 16:39:05,2019-09-05 16:39:11,6.247s,PASSED
waitForPageLoad(20),Safari 11,,,2019-09-05 16:39:11,2019-09-05 16:39:11,0.062s,PASSED
"waitForElementPresent(findTestObject(""mobileSanity/HBI/detail/a_Apply for This Plan""), 20)",Safari 11,,,2019-09-05 16:39:11,2019-09-05 16:39:13,1.348s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 16:39:13,2019-09-05 16:39:13,0.835s,PASSED
"click(findTestObject(""mobileSanity/HBI/detail/a_Apply for This Plan""))",Safari 11,,,2019-09-05 16:39:13,2019-09-05 16:39:15,1.176s,PASSED
waitForPageLoad(20),Safari 11,,,2019-09-05 16:39:15,2019-09-05 16:39:15,0.117s,PASSED
"waitForElementPresent(findTestObject(""mobileSanity/HBI/Page_Apply/span_Start Secure Application""), 20)",Safari 11,,,2019-09-05 16:39:15,2019-09-05 16:39:16,0.893s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 16:39:16,2019-09-05 16:39:16,0.762s,PASSED
"click(findTestObject(""mobileSanity/HBI/Page_Apply/span_Start Secure Application""))",Safari 11,,,2019-09-05 16:39:16,2019-09-05 16:39:18,1.535s,PASSED
waitForPageLoad(20),Safari 11,,,2019-09-05 16:39:18,2019-09-05 16:39:18,0.091s,PASSED
Thread.sleep(5000),Safari 11,,,2019-09-05 16:39:18,2019-09-05 16:39:23,5.001s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 16:39:23,2019-09-05 16:39:24,0.736s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_hbi""), [""carrier"":""agileone""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-09-05 16:39:24,2019-09-05 16:40:18,54.046s,PASSED
,,,,,,,
Test Cases/mobileWeb/HBI/Legion Limited Medical,Safari 11,Axis Legion application flow,,2019-09-05 16:40:18,2019-09-05 16:41:51,1m - 32.675s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""hbi"", ""carrierName"":""Legion Limited Medical""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-09-05 16:40:18,2019-09-05 16:40:18,0.076s,PASSED
i = 0,Safari 11,,,2019-09-05 16:40:18,2019-09-05 16:40:18,0.001s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-09-05 16:40:18,2019-09-05 16:40:26,7.933s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_hbi""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-09-05 16:40:26,2019-09-05 16:40:43,16.745s,PASSED
"click(findTestObject(""mobileSanity/HBI/quote/a_Legion Limited Medical 500""))",Safari 11,,,2019-09-05 16:40:43,2019-09-05 16:40:47,4.083s,PASSED
waitForPageLoad(20),Safari 11,,,2019-09-05 16:40:47,2019-09-05 16:40:47,0.273s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 16:40:47,2019-09-05 16:40:49,1.864s,PASSED
"click(findTestObject(""mobileSanity/HBI/detail/a_Apply for This Plan""))",Safari 11,,,2019-09-05 16:40:49,2019-09-05 16:40:50,1.110s,PASSED
waitForPageLoad(20),Safari 11,,,2019-09-05 16:40:50,2019-09-05 16:40:50,0.079s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenshot""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-09-05 16:40:50,2019-09-05 16:40:51,1.040s,PASSED
